element,frequency_in_document
CYLC2,0.0
CYP11B1,0.0
CYP2A4,0.0
CYP2C37,0.0
CYP2C40,0.0
CYP2C69,0.0
CYP2C70,0.0
CYP2D9,0.0
CYP2J11,0.0
CYP2J12,0.0
CYP3A41A,0.0
CYP4A10,0.0
CYP4X1,0.0
CYPT1,0.0
CYPT12,0.0
CYPT14,0.0
CYPT15,0.0
CYPT2,0.0
CYPT3,0.0
CYPT4,0.0
CYTL1,0.0
D7ERTD443E,0.0
DAF2,0.0
DCSTAMP,0.0
DDAH1,0.0
DEFA-RS1,0.0
DEFA17,0.0
DEFA2,0.0
DEFA20,0.0
DEFA24,0.0
DEFA26,0.0
DEFA3,0.0
DEFA5,0.0
DEFB10,0.0
DEFB11,0.0
DEFB15,0.0
DEFB18,0.0
DEFB19,0.0
DEFB2,0.0
DEFB21,0.0
DEFB25,0.0
DEFB3,0.0
DEFB33,0.0
DEFB35,0.0
DEFB37,0.0
DEFB38,0.0
DEFB4,0.0
DEFB40,0.0
DEFB46,0.0
DEFB48,0.0
DEFB5,0.0
DEFB50,0.0
DEFB7,0.0
DEFB8,0.0
DEFB9,0.0
DENND2A,0.0
DLX5,0.0
DMRTC1A,0.0
DNAJC5G,0.0
DUSP21,0.0
DUSP26,0.0
DYDC1,0.0
DYTN,0.0
E030025P04RIK,0.0
E230019M04RIK,0.0
EAR14,0.0
EAR2,0.0
EAR6,0.0
EBF2,0.0
EDIL3,0.0
EFCAB10,0.0
EFEMP1,0.0
EFHB,0.0
ELANE,0.0
ELAVL3,0.0
ELN,0.0
ENHO,0.0
ENTPD8,0.0
ERAS,0.0
ERN2,0.0
ESP18,0.0
ESP23,0.0
ESP34,0.0
ESP38,0.0
ESP4,0.0
ESP8,0.0
ETD,0.0
EVA1A,0.0
EVX2,0.0
EYA4,0.0
FABP6,0.0
FAM122C,0.0
FAM150A,0.0
FAM159A,0.0
FAM162B,0.0
FAM187A,0.0
FAM92B,0.0
FATE1,0.0
FBLIM1,0.0
FBXO41,0.0
FBXW13,0.0
FBXW16,0.0
FBXW18,0.0
FBXW19,0.0
FBXW21,0.0
FERD3L,0.0
FGB,0.0
FGF20,0.0
FGF8,0.0
FGL1,0.0
FHL5,0.0
FMO1,0.0
FMO6,0.0
FOXA2,0.0
FOXR2,0.0
FPR1,0.0
FPR2,0.0
FPR3,0.0
FTHL17,0.0
G6PC2,0.0
GABRB2,0.0
GABRE,0.0
GALP,0.0
GALR2,0.0
GAST,0.0
GDNF,0.0
GFRA2,0.0
GJB1,0.0
GK2,0.0
GLI1,0.0
GLIPR1L1,0.0
GLYCAM1,0.0
GM10058,0.0
GM10104,0.0
GM10142,0.0
GM10147,0.0
GM10230,0.0
GM10256,0.0
GM10272,0.0
GM10334,0.0
GM10352,0.0
GM10377,0.0
GM10486,0.0
GM10488,0.0
GM10591,0.0
GM10610,0.0
GM10666,0.0
GM10754,0.0
GM11236,0.0
GM11237,0.0
GM11487,0.0
GM11562,0.0
GM11564,0.0
GM11567,0.0
GM11569,0.0
GM11595,0.0
GM11627,0.0
GM11709,0.0
GM11710,0.0
GM11711,0.0
GM11757,0.0
GM11758,0.0
GM12794,0.0
GM12887,0.0
GM13040,0.0
GM13057,0.0
GM13088,0.0
GM13102,0.0
GM13124,0.0
GM13128,0.0
GM13177,0.0
GM13298,0.0
GM13304,0.0
GM13871,0.0
GM14347,0.0
GM14374,0.0
GM14458,0.0
GM14459,0.0
GM14482,0.0
GM14483,0.0
GM14501,0.0
GM14743,0.0
GM14819,0.0
GM14850,0.0
GM14920,0.0
GM15080,0.0
GM15085,0.0
GM15093,0.0
GM15097,0.0
GM15114,0.0
GM15128,0.0
GM15217,0.0
GM15284,0.0
GM15292,0.0
GM15293,0.0
GM15308,0.0
GM15386,0.0
GM15448,0.0
GM156,0.0
GM16390,0.0
GM16405,0.0
GM16429,0.0
GM16430,0.0
GM16499,0.0
GM17677,0.0
GM17689,0.0
GM19668,0.0
GM1993,0.0
GM2012,0.0
GM20816,0.0
GM20823,0.0
GM20867,0.0
GM21002,0.0
GM21095,0.0
GM21409,0.0
GM21498,0.0
GM21541,0.0
GM21637,0.0
GM21645,0.0
GM21671,0.0
GM21677,0.0
GM21681,0.0
GM21699,0.0
GM21704,0.0
GM21708,0.0
GM2244,0.0
GM266,0.0
GM2777,0.0
GM2784,0.0
GM2854,0.0
GM2913,0.0
GM2964,0.0
GM3020,0.0
GM3182,0.0
GM3278,0.0
GM3376,0.0
GM3402,0.0
GM3415,0.0
GM3500,0.0
GM355,0.0
GM362,0.0
GM3646,0.0
GM4064,0.0
GM428,0.0
GM44,0.0
GM4758,0.0
GM4792,0.0
GM4794,0.0
GM4861,0.0
GM4906,0.0
GM4937,0.0
GM5142,0.0
GM5168,0.0
GM5169,0.0
GM525,0.0
GM5294,0.0
GM5382,0.0
GM5414,0.0
GM5458,0.0
GM5622,0.0
GM5627,0.0
GM5634,0.0
GM5635,0.0
GM572,0.0
GM5800,0.0
GM5885,0.0
GM5901,0.0
GM5926,0.0
GM5938,0.0
GM5941,0.0
GM597,0.0
GM6040,0.0
GM6268,0.0
GM6351,0.0
GM6367,0.0
GM6408,0.0
GM6696,0.0
GM6760,0.0
GM6812,0.0
GM6880,0.0
GM6890,0.0
GM694,0.0
GM7073,0.0
GM7157,0.0
GM7173,0.0
GM7247,0.0
GM7257,0.0
GM7714,0.0
GM773,0.0
GM7849,0.0
GM7982,0.0
GM7995,0.0
GM815,0.0
GM839,0.0
GM9112,0.0
GM933,0.0
GM94,0.0
GM9513,0.0
GM9789,0.0
GM9925,0.0
GMCL1L,0.0
GNAT3,0.0
GOLT1A,0.0
GP2,0.0
GPC4,0.0
GPR101,0.0
GPR139,0.0
GPR149,0.0
GPR37,0.0
GPR39,0.0
GPR6,0.0
GRIK2,0.0
GRXCR1,0.0
GSTM6,0.0
GSX2,0.0
GUCA1A,0.0
GUCA2B,0.0
GULP1,0.0
GYKL1,0.0
GZMD,0.0
GZME,0.0
H2-M9,0.0
H2AFB1,0.0
HAO2,0.0
HBA-X,0.0
HBB-BH1,0.0
HBQ1A,0.0
HCN4,0.0
HDHD1A,0.0
HDX,0.0
HELT,0.0
HIGD1C,0.0
HOXA3,0.0
HOXB8,0.0
HOXC11,0.0
HPGD,0.0
HRASLS,0.0
HRG,0.0
HSD17B6,0.0
HSD3B3,0.0
HSPB3,0.0
HTR1F,0.0
HYAL4,0.0
HYAL5,0.0
IFI27L2B,0.0
IFI44L,0.0
IFNA1,0.0
IFNA12,0.0
IFNA14,0.0
IFNA5,0.0
IFNA7,0.0
IGFBP3,0.0
IGFL3,0.0
IL11,0.0
IL1F6,0.0
INS2,0.0
ISX,0.0
ITGA11,0.0
ITIH4,0.0
IZUMO3,0.0
KAP,0.0
KCNAB1,0.0
KCNE1,0.0
KCNE1L,0.0
KCNK16,0.0
KCNQ3,0.0
KCTD19,0.0
KEG1,0.0
KHDRBS2,0.0
KIF2B,0.0
KIR3DL1,0.0
KIRREL2,0.0
KLHL13,0.0
KLHL33,0.0
KLHL4,0.0
KLK1B1,0.0
KLK1B16,0.0
KLK1B21,0.0
KLK1B24,0.0
KLK5,0.0
KLRA16,0.0
KNG1,0.0
KNG2,0.0
KRT12,0.0
KRT13,0.0
KRT25,0.0
KRT33A,0.0
KRT34,0.0
KRT40,0.0
KRT74,0.0
KRT9,0.0
KRTAP1-4,0.0
KRTAP1-5,0.0
KRTAP13-1,0.0
KRTAP14,0.0
KRTAP15,0.0
KRTAP16-1,0.0
KRTAP16-3,0.0
KRTAP17-1,0.0
KRTAP19-1,0.0
KRTAP19-3,0.0
KRTAP19-4,0.0
KRTAP19-5,0.0
KRTAP20-2,0.0
KRTAP22-2,0.0
KRTAP26-1,0.0
KRTAP27-1,0.0
KRTAP3-2,0.0
KRTAP3-3,0.0
KRTAP31-1,0.0
KRTAP4-1,0.0
KRTAP4-2,0.0
KRTAP4-7,0.0
KRTAP4-8,0.0
KRTAP6-1,0.0
KRTAP6-2,0.0
KRTAP6-5,0.0
KRTAP8-1,0.0
KRTAP9-1,0.0
KRTAP9-3,0.0
KRTAP9-5,0.0
KRTDAP,0.0
LCE1A1,0.0
LCE1F,0.0
LCE1I,0.0
LCE1J,0.0
LCE1K,0.0
LCE3A,0.0
LCE3C,0.0
LCE3F,0.0
LCN10,0.0
LCN11,0.0
LCN3,0.0
LCN5,0.0
LCN8,0.0
LCN9,0.0
LDOC1,0.0
LELP1,0.0
LHFPL2,0.0
LMO1,0.0
LOR,0.0
LPAR1,0.0
LRFN5,0.0
LRRC52,0.0
LRRIQ4,0.0
LY6H,0.0
LYG2,0.0
LYPD2,0.0
LYVE1,0.0
LYZ1,0.0
MAB21L3,0.0
MAGEA2,0.0
MAGEA4,0.0
MAGEA8,0.0
MAGEB1,0.0
MAGEB16,0.0
MAGEB5,0.0
MAL,0.0
MBD3L1,0.0
MCF2,0.0
MCPT2,0.0
MCPT4,0.0
MCPT8,0.0
ME1,0.0
MEFV,0.0
MEPE,0.0
MPL,0.0
MPTX1,0.0
MPTX2,0.0
MPV17L,0.0
MROH7,0.0
MS4A10,0.0
MS4A12,0.0
MS4A13,0.0
MSMP,0.0
MSTN,0.0
MUC15,0.0
MUP1,0.0
MUP10,0.0
MUP11,0.0
MUP15,0.0
MUP17,0.0
MUP19,0.0
MUP21,0.0
MUP6,0.0
MUP7,0.0
MYF6,0.0
MYT1L,0.0
NAIP5,0.0
NCR1,0.0
NELL2,0.0
NKX3-2,0.0
NLRP9A,0.0
NLRP9C,0.0
NPVF,0.0
NR0B1,0.0
NT5C1B,0.0
NTF3,0.0
NUTM1,0.0
OAS1G,0.0
OBOX2,0.0
OBOX6,0.0
OBP1A,0.0
OBP1B,0.0
OC90,0.0
OCM,0.0
ODAM,0.0
OLFR1000,0.0
OLFR1020,0.0
OLFR1022,0.0
OLFR1023,0.0
OLFR1024,0.0
OLFR1031,0.0
OLFR1032,0.0
OLFR1039,0.0
OLFR1042,0.0
OLFR1043,0.0
OLFR1045,0.0
OLFR1047,0.0
OLFR1048,0.0
OLFR1053,0.0
OLFR1054,0.0
OLFR1062,0.0
OLFR1066,0.0
OLFR1080,0.0
OLFR1087,0.0
OLFR109,0.0
OLFR1094,0.0
OLFR1095,0.0
OLFR1099,0.0
OLFR110,0.0
OLFR1102,0.0
OLFR1106,0.0
OLFR1107,0.0
OLFR1110,0.0
OLFR1111,0.0
OLFR1113,0.0
OLFR1118,0.0
OLFR1121,0.0
OLFR1124,0.0
OLFR1128,0.0
OLFR1130,0.0
OLFR1133,0.0
OLFR1134,0.0
OLFR1136,0.0
OLFR1138,0.0
OLFR1145,0.0
OLFR1153,0.0
OLFR1157,0.0
OLFR116,0.0
OLFR1163,0.0
OLFR117,0.0
OLFR1176,0.0
OLFR1178,0.0
OLFR1179,0.0
OLFR118,0.0
OLFR1180,0.0
OLFR1181,0.0
OLFR1182,0.0
OLFR1186,0.0
OLFR1189,0.0
OLFR119,0.0
OLFR120,0.0
OLFR1200,0.0
OLFR1209,0.0
OLFR1211,0.0
OLFR1212,0.0
OLFR1213,0.0
OLFR1215,0.0
OLFR1217,0.0
OLFR1219,0.0
OLFR122,0.0
OLFR1220,0.0
OLFR1225,0.0
OLFR1226,0.0
OLFR123,0.0
OLFR1240,0.0
OLFR1241,0.0
OLFR1246,0.0
OLFR1248,0.0
OLFR1255,0.0
OLFR1257,0.0
OLFR1258,0.0
OLFR1259,0.0
OLFR1260,0.0
OLFR1264,0.0
OLFR1278,0.0
OLFR1288,0.0
OLFR1290,0.0
OLFR1294,0.0
OLFR1299,0.0
OLFR130,0.0
OLFR1301,0.0
OLFR1308,0.0
OLFR1310,0.0
OLFR132,0.0
OLFR1320,0.0
OLFR1321,0.0
OLFR1322,0.0
OLFR1323,0.0
OLFR1325,0.0
OLFR1329,0.0
OLFR1336,0.0
OLFR1351,0.0
OLFR1352,0.0
OLFR137,0.0
OLFR1370,0.0
OLFR1385,0.0
OLFR1389,0.0
OLFR1394,0.0
OLFR1395,0.0
OLFR1408,0.0
OLFR141,0.0
OLFR1410,0.0
OLFR1411,0.0
OLFR1413,0.0
OLFR1419,0.0
OLFR1423,0.0
OLFR143,0.0
OLFR1440,0.0
OLFR1447,0.0
OLFR145,0.0
OLFR1451,0.0
OLFR1457,0.0
OLFR146,0.0
OLFR1462,0.0
OLFR1466,0.0
OLFR1469,0.0
OLFR147,0.0
OLFR1480,0.0
OLFR149,0.0
OLFR1490,0.0
OLFR1491,0.0
OLFR1501,0.0
OLFR154,0.0
OLFR16,0.0
OLFR164,0.0
OLFR186,0.0
OLFR198,0.0
OLFR199,0.0
OLFR2,0.0
OLFR201,0.0
OLFR205,0.0
OLFR206,0.0
OLFR214,0.0
OLFR215,0.0
OLFR218,0.0
OLFR223,0.0
OLFR23,0.0
OLFR24,0.0
OLFR25,0.0
OLFR26,0.0
OLFR279,0.0
OLFR281,0.0
OLFR284,0.0
OLFR288,0.0
OLFR294,0.0
OLFR3,0.0
OLFR301,0.0
OLFR303,0.0
OLFR304,0.0
OLFR305,0.0
OLFR307,0.0
OLFR308,0.0
OLFR310,0.0
OLFR312,0.0
OLFR313,0.0
OLFR314,0.0
OLFR322,0.0
OLFR323,0.0
OLFR325,0.0
OLFR330,0.0
OLFR340,0.0
OLFR342,0.0
OLFR346,0.0
OLFR350,0.0
OLFR351,0.0
OLFR355,0.0
OLFR357,0.0
OLFR362,0.0
OLFR366,0.0
OLFR370,0.0
OLFR371,0.0
OLFR374,0.0
OLFR378,0.0
OLFR38,0.0
OLFR389,0.0
OLFR401,0.0
OLFR414,0.0
OLFR417,0.0
OLFR419,0.0
OLFR427,0.0
OLFR433,0.0
OLFR435,0.0
OLFR437,0.0
OLFR44,0.0
OLFR441,0.0
OLFR447,0.0
OLFR448,0.0
OLFR449,0.0
OLFR450,0.0
OLFR459,0.0
OLFR460,0.0
OLFR462,0.0
OLFR472,0.0
OLFR474,0.0
OLFR48,0.0
OLFR480,0.0
OLFR481,0.0
OLFR490,0.0
OLFR504,0.0
OLFR508,0.0
OLFR510,0.0
OLFR512,0.0
OLFR514,0.0
OLFR517,0.0
OLFR519,0.0
OLFR52,0.0
OLFR521,0.0
OLFR53,0.0
OLFR532,0.0
OLFR552,0.0
OLFR566,0.0
OLFR568,0.0
OLFR57,0.0
OLFR575,0.0
OLFR583,0.0
OLFR589,0.0
OLFR593,0.0
OLFR607,0.0
OLFR62,0.0
OLFR622,0.0
OLFR623,0.0
OLFR624,0.0
OLFR63,0.0
OLFR630,0.0
OLFR640,0.0
OLFR642,0.0
OLFR643,0.0
OLFR644,0.0
OLFR648,0.0
OLFR649,0.0
OLFR651,0.0
OLFR652,0.0
OLFR653,0.0
OLFR655,0.0
OLFR661,0.0
OLFR665,0.0
OLFR667,0.0
OLFR668,0.0
OLFR669,0.0
OLFR670,0.0
OLFR676,0.0
OLFR685,0.0
OLFR694,0.0
OLFR698,0.0
OLFR699,0.0
OLFR706,0.0
OLFR710,0.0
OLFR715,0.0
OLFR722,0.0
OLFR730,0.0
OLFR732,0.0
OLFR733,0.0
OLFR734,0.0
OLFR738,0.0
OLFR739,0.0
OLFR74,0.0
OLFR740,0.0
OLFR742,0.0
OLFR743,0.0
OLFR749,0.0
OLFR763,0.0
OLFR767,0.0
OLFR770,0.0
OLFR777,0.0
OLFR781,0.0
OLFR788,0.0
OLFR792,0.0
OLFR799,0.0
OLFR800,0.0
OLFR801,0.0
OLFR805,0.0
OLFR807,0.0
OLFR812,0.0
OLFR813,0.0
OLFR814,0.0
OLFR815,0.0
OLFR818,0.0
OLFR819,0.0
OLFR820,0.0
OLFR829,0.0
OLFR834,0.0
OLFR846,0.0
OLFR849,0.0
OLFR853,0.0
OLFR854,0.0
OLFR855,0.0
OLFR860,0.0
OLFR862,0.0
OLFR866,0.0
OLFR869,0.0
OLFR870,0.0
OLFR874,0.0
OLFR887,0.0
OLFR889,0.0
OLFR890,0.0
OLFR891,0.0
OLFR893,0.0
OLFR894,0.0
OLFR898,0.0
OLFR904,0.0
OLFR906,0.0
OLFR912,0.0
OLFR916,0.0
OLFR92,0.0
OLFR922,0.0
OLFR923,0.0
OLFR926,0.0
OLFR93,0.0
OLFR930,0.0
OLFR933,0.0
OLFR935,0.0
OLFR936,0.0
OLFR937,0.0
OLFR943,0.0
OLFR945,0.0
OLFR952,0.0
OLFR955,0.0
OLFR957,0.0
OLFR958,0.0
OLFR959,0.0
OLFR960,0.0
OLFR961,0.0
OLFR963,0.0
OLFR968,0.0
OLFR970,0.0
OLFR983,0.0
OLFR985,0.0
OLFR987,0.0
OLFR988,0.0
OLFR993,0.0
OLFR994,0.0
OLFR995,0.0
OMT2B,0.0
OOG3,0.0
OOSP2,0.0
OOSP3,0.0
OPN5,0.0
OSBP2,0.0
OSBPL6,0.0
OTOR,0.0
OTT,0.0
PABPC5,0.0
PABPN1L,0.0
PBSN,0.0
PCDH20,0.0
PCDHA2,0.0
PCDHA4,0.0
PCDHA6,0.0
PCDHB1,0.0
PDYN,0.0
PIH1D3,0.0
PKDCC,0.0
PLA2G1B,0.0
PLA2G2C,0.0
PLA2G4D,0.0
PLAC1,0.0
PLAC9A,0.0
PLD2,0.0
PLSCR5,0.0
PMP22,0.0
POU3F4,0.0
PPP1R1C,0.0
PRAME,0.0
PRAMEF17,0.0
PRAMEF6,0.0
PRDM6,0.0
PRKCG,0.0
PRL3B1,0.0
PRL3C1,0.0
PRL3D1,0.0
PRL4A1,0.0
PRL7A1,0.0
PRL7B1,0.0
PRL7D1,0.0
PRL8A6,0.0
PRL8A8,0.0
PRLH,0.0
PROKR2,0.0
PRP2,0.0
PRPS1L1,0.0
PRR9,0.0
PRSS21,0.0
PRSS29,0.0
PRSS34,0.0
PRSS37,0.0
PRSS58,0.0
PSG27,0.0
PTCHD3,0.0
PTX3,0.0
PYY,0.0
RARB,0.0
RBMXL2,0.0
RCVRN,0.0
REG3A,0.0
REG3D,0.0
REN1,0.0
REPS2,0.0
RERG,0.0
RERGL,0.0
RESP18,0.0
RETNLA,0.0
RGN,0.0
RGR,0.0
RHOX1,0.0
RHOX10,0.0
RHOX11,0.0
RHOX2A,0.0
RHOX2C,0.0
RHOX2D,0.0
RHOX2F,0.0
RHOX2G,0.0
RHOX2H,0.0
RHOX3A,0.0
RHOX3C,0.0
RHOX3F,0.0
RHOX3H,0.0
RHOX4A,0.0
RHOX4B,0.0
RHOX4C,0.0
RHOX4E,0.0
RHOX4F,0.0
RHOX4G,0.0
RHOX6,0.0
RHOX9,0.0
RNASE11,0.0
RNF112,0.0
RNF148,0.0
ROR2,0.0
RPH3A,0.0
S100A9,0.0
SAMD5,0.0
SAMT2,0.0
SAMT3,0.0
SATB2,0.0
SCGB1B12,0.0
SCGB1B19,0.0
SCGB1B2,0.0
SCGB1B20,0.0
SCGB1B24,0.0
SCGB1B29,0.0
SCGB1B3,0.0
SCGB1B30,0.0
SCGB1B7,0.0
SCGB2B11,0.0
SCGB2B12,0.0
SCGB2B15,0.0
SCGB2B17,0.0
SCGB2B18,0.0
SCGB2B19,0.0
SCGB2B26,0.0
SCGB2B27,0.0
SCGB2B3,0.0
SCN11A,0.0
SCRG1,0.0
SDR16C5,0.0
SECTM1B,0.0
SEL1L3,0.0
SERPINA10,0.0
SERPINA11,0.0
SERPINA1D,0.0
SERPINA3C,0.0
SERPINA3K,0.0
SERPINA9,0.0
SERPINB3B,0.0
SERPINB6D,0.0
SFTA2,0.0
SGK2,0.0
SHISA9,0.0
SHROOM1,0.0
SIRPB1A,0.0
SIRPB1B,0.0
SLC13A5,0.0
SLC22A3,0.0
SLC25A31,0.0
SLC26A3,0.0
SLC35F4,0.0
SLC36A2,0.0
SLC38A11,0.0
SLC47A1,0.0
SLC5A11,0.0
SLC6A13,0.0
SLC6A14,0.0
SLCO1B2,0.0
SLITRK6,0.0
SLXL1,0.0
SLY,0.0
SMARCA1,0.0
SMIM9,0.0
SMLR1,0.0
SMPX,0.0
SMR3A,0.0
SNCA,0.0
SNPH,0.0
SNTG1,0.0
SNTG2,0.0
SOX17,0.0
SP5,0.0
SPACA3,0.0
SPACA7,0.0
SPAG11A,0.0
SPAM1,0.0
SPATA22,0.0
SPEER4A,0.0
SPINK11,0.0
SPINK12,0.0
SPINK3,0.0
SPINK7,0.0
SPINT4,0.0
SPINT5,0.0
SPRR1A,0.0
SPRR1B,0.0
SPRR2D,0.0
SPRR2E,0.0
SPRR2H,0.0
SPRR2I,0.0
SPRR2J-PS,0.0
SPRR2K,0.0
SPRR3,0.0
SPTSSB,0.0
SPZ1,0.0
SST,0.0
SSTR4,0.0
SSU2,0.0
SSXA1,0.0
SSXB1,0.0
SSXB3,0.0
SSXB5,0.0
SSXB6,0.0
SSXB8,0.0
SSXB9,0.0
STFA1,0.0
STK33,0.0
STMN2,0.0
SULT1C2,0.0
SULT1E1,0.0
SULT2A4,0.0
SULT2A6,0.0
SULT2A7,0.0
SULT3A1,0.0
SUN5,0.0
SVA,0.0
SVAL3,0.0
SVS3B,0.0
SYCE3,0.0
SYCN,0.0
SYCP1,0.0
SYNDIG1,0.0
SYTL4,0.0
TAAR1,0.0
TAAR2,0.0
TAAR3,0.0
TAAR5,0.0
TAS2R105,0.0
TAS2R107,0.0
TAS2R109,0.0
TAS2R113,0.0
TAS2R116,0.0
TAS2R117,0.0
TAS2R119,0.0
TAS2R122,0.0
TAS2R123,0.0
TAS2R129,0.0
TAS2R130,0.0
TAS2R136,0.0
TAS2R138,0.0
TAS2R140,0.0
TBPL2,0.0
TBX22,0.0
TCEAL5,0.0
TCEAL6,0.0
TCEAL7,0.0
TCERG1L,0.0
TCF21,0.0
TCL1,0.0
TCL1B1,0.0
TCL1B2,0.0
TCSTV1,0.0
TDPOZ4,0.0
TECRL,0.0
TEKT3,0.0
TEPP,0.0
TEX13A,0.0
TEX37,0.0
TGFB1I1,0.0
TGIF2LX1,0.0
TGIF2LX2,0.0
TGM6,0.0
THPO,0.0
THSD7B,0.0
TM4SF1,0.0
TMC5,0.0
TMED11,0.0
TMEM213,0.0
TMEM225,0.0
TMEM233,0.0
TMEM247,0.0
TMPRSS11A,0.0
TMPRSS11C,0.0
TMSB15A,0.0
TNFAIP8L3,0.0
TNMD,0.0
TNP1,0.0
TREM2,0.0
TREM3,0.0
TREML1,0.0
TRIM54,0.0
TRIML1,0.0
TRY10,0.0
TSGA8,0.0
TTPA,0.0
TTR,0.0
TXNDC8,0.0
UBE2DNL1,0.0
UBE2DNL2,0.0
UBTFL1,0.0
UCN,0.0
UGT2B38,0.0
UMODL1,0.0
URAH,0.0
UTS2,0.0
V1RD19,0.0
VGLL1,0.0
VMN1R11,0.0
VMN1R114,0.0
VMN1R126,0.0
VMN1R16,0.0
VMN1R167,0.0
VMN1R172,0.0
VMN1R178,0.0
VMN1R180,0.0
VMN1R181,0.0
VMN1R185,0.0
VMN1R186,0.0
VMN1R191,0.0
VMN1R193,0.0
VMN1R194,0.0
VMN1R196,0.0
VMN1R202,0.0
VMN1R204,0.0
VMN1R209,0.0
VMN1R211,0.0
VMN1R230,0.0
