Company,Company Path,Country,Industry,Earnings,Employees,Marketcap,Net-Assets,Operating-Margin,Pe-Ratio,Ps-Ratio,Revenue,Total-Assets,Total-Debt,Total-Liabilities
Faes Farma,https://companiesmarketcap.com/faes-farma,Spain,Pharmaceuticals,100000000,1690,1040000000,730000000,0.2262,11.3,2.25,460000000,850000000,26410000,120000000
Nectar Lifesciences,https://companiesmarketcap.com/nectar-lifesciences,India,Pharmaceuticals,11440000,1669,91150000,120000000,0.0263,-29.4,0.4737,190000000,250000000,82040000,120000000
Amphastar Pharmaceuticals,https://companiesmarketcap.com/amphastar-pharmaceuticals,USA,Pharmaceuticals,190000000,1615,1920000000,630000000,0.2429,19.1,3,640000000,1510000000,620000000,870000000
Tilray,https://companiesmarketcap.com/tilray,Canada,Pharmaceuticals,-1420000000,1600,1470000000,3390000000,-0.7012,-0.8407,2.05,700000000,4330000000,520000000,930000000
Neuland Laboratories,https://companiesmarketcap.com/neuland-laboratories,India,Pharmaceuticals,50740000,1554,1020000000,130000000,0.128,36.3,5.08,180000000,200000000,12150000,64100000
Taro Pharmaceutical,https://companiesmarketcap.com/taro-pharmaceutical,Israel,Pharmaceuticals,43720000,1554,1580000000,1770000000,0.1386,69.1,2.59,610000000,2160000000,1950000,380000000
Aarti Drugs,https://companiesmarketcap.com/aarti-drugs,India,Pharmaceuticals,33630000,1450,550000000,140000000,0.0947,25.8,1.75,320000000,280000000,70940000,130000000
Marksans Pharma,https://companiesmarketcap.com/marksans-pharma,India,Pharmaceuticals,52370000,1412,870000000,220000000,0.1661,25,3.46,250000000,270000000,13380000,50160000
PTC Therapeutics,https://companiesmarketcap.com/ptc-therapeutics,USA,Pharmaceuticals,-700000000,1402,2020000000,-820000000,-0.842,-3.17,2.24,930000000,1890000000,2220000000,2710000000
Neurocrine Biosciences,https://companiesmarketcap.com/neurocrine-biosciences,USA,Pharmaceuticals,330000000,1400,13540000000,2230000000,0.1436,69.4,7.17,1880000000,3250000000,420000000,1010000000
Bavarian Nordic,https://companiesmarketcap.com/bavarian-nordic,Denmark,Pharmaceuticals,240000000,1351,1670000000,1530000000,0.1162,10.3,1.65,1030000000,2120000000,21510000,590000000
Galapagos NV,https://companiesmarketcap.com/galapagos-nv,Belgium,Pharmaceuticals,4250000,1338,2060000000,2760000000,-0.2607,-11.9,8.02,250000000,4700000000,14940000,1930000000
Ultragenyx,https://companiesmarketcap.com/ultragenyx,USA,Pharmaceuticals,-550000000,1311,3860000000,270000000,-1.6216,-4.95,9.61,430000000,1490000000,43160000,1210000000
Exelixis,https://companiesmarketcap.com/exelixis,USA,Pharmaceuticals,250000000,1310,6910000000,2260000000,0.1186,80,3.75,1830000000,2940000000,180000000,670000000
Ginkgo Bioworks,https://companiesmarketcap.com/ginkgo-bioworks,USA,Pharmaceuticals,-900000000,1292,2260000000,1090000000,-3.9497,-1.5,8.99,250000000,1660000000,240000000,560000000
RPG Life Sciences,https://companiesmarketcap.com/rpg-life-sciences,India,Pharmaceuticals,13250000,1214,290000000,40430000,0.1787,33,4.51,66710000,55530000,,15100000
PolyPeptide Group,https://companiesmarketcap.com/polypeptide-group,Switzerland,Pharmaceuticals,-64400000,1181,1010000000,420000000,,108,1.94,350000000,760000000,120000000,340000000
Sarepta Therapeutics,https://companiesmarketcap.com/sarepta-therapeutics,USA,Pharmaceuticals,-530000000,1162,11530000000,850000000,-0.8819,-15.9,9.39,1240000000,3260000000,1390000000,2400000000
Indivior PLC,https://companiesmarketcap.com/indivior,USA,Pharmaceuticals,39000000,1000,2790000000,,,25.7,2.53,1090000000,1950000000,280000000,1950000000
United Therapeutics,https://companiesmarketcap.com/united-therapeutics,USA,Pharmaceuticals,1330000000,985,11180000000,5980000000,0.4909,12.3,4.8,2320000000,7160000000,700000000,1180000000
Sorrento Therapeutics,https://companiesmarketcap.com/sorrento-therapeutics,USA,Pharmaceuticals,-550000000,949,16530000,-200000000,-7.9237,-0.0259,0.2488,64270000,450000000,200000000,650000000
Alvotech,https://companiesmarketcap.com/alvotech,Iceland,Pharmaceuticals,-520000000,917,3420000000,-940000000,-5.048,-3.64,36.2,91430000,950000000,1070000000,1880000000
Curevac,https://companiesmarketcap.com/curevac,Germany,Pharmaceuticals,-330000000,904,650000000,630000000,-5.8724,-1.86,14.4,45940000,890000000,44490000,250000000
Roivant Sciences,https://companiesmarketcap.com/roivant-sciences,UK,Pharmaceuticals,4300000000,904,9000000000,6580000000,-18.0085,-8.34,73,120000000,7310000000,500000000,720000000
Argenx,https://companiesmarketcap.com/argenx,Netherlands,Pharmaceuticals,-310000000,843,22930000000,4090000000,-1.7755,-91.3,18.4,1220000000,4540000000,20000000,440000000
Shinpoong Pharm,https://companiesmarketcap.com/shinpoong-pharm,South Korea,Pharmaceuticals,-40770000,815,480000000,220000000,-0.1725,-15.7,3.2,150000000,280000000,34370000,56230000
Ascendis Pharma,https://companiesmarketcap.com/ascendis-pharma,Denmark,Pharmaceuticals,-460000000,797,8550000000,-170000000,-6.0982,-13.2,29.4,290000000,910000000,710000000,1070000000
Ionis Pharmaceuticals,https://companiesmarketcap.com/ionis-pharmaceuticals,USA,Pharmaceuticals,-260000000,796,6080000000,380000000,-0.4395,-14.8,7.86,780000000,2990000000,1450000000,2600000000
Adaptive Biotechnologies,https://companiesmarketcap.com/adaptive-biotechnologies,USA,Pharmaceuticals,-220000000,790,430000000,300000000,-1.0194,-1.97,2.23,170000000,660000000,98770000,350000000
Glaukos,https://companiesmarketcap.com/glaukos,USA,Pharmaceuticals,-130000000,783,4910000000,460000000,-0.3753,-36.9,15.6,310000000,940000000,380000000,470000000
Apellis Pharmaceuticals,https://companiesmarketcap.com/apellis,USA,Pharmaceuticals,-530000000,767,6720000000,190000000,-3.5637,-10.6,16.9,390000000,780000000,110000000,590000000
Bliss GVS Pharma,https://companiesmarketcap.com/bliss-gvs-pharma,India,Pharmaceuticals,14840000,763,140000000,110000000,0.191,19.7,1.59,91060000,140000000,11980000,28220000
Insmed,https://companiesmarketcap.com/insmed,USA,Pharmaceuticals,-680000000,736,4040000000,-340000000,-1.9569,-5.42,13.9,300000000,1320000000,1200000000,1660000000
Valneva SE,https://companiesmarketcap.com/valneva,France,Pharmaceuticals,-81370000,719,590000000,160000000,-0.3443,-3.6,3.7,160000000,540000000,200000000,380000000
PeptiDream,https://companiesmarketcap.com/peptidream,Japan,Pharmaceuticals,43680000,704,1300000000,250000000,0.0534,21.4,6.48,190000000,440000000,120000000,190000000
Lifecore Biomedical,https://companiesmarketcap.com/lifecore-biomedical,USA,Pharmaceuticals,-68480000,689,180000000,-4230000,-0.3731,-1.85,1.39,130000000,250000000,110000000,250000000
Sage Therapeutics,https://companiesmarketcap.com/sage-therapeutics,USA,Pharmaceuticals,-550000000,689,920000000,790000000,-59.3208,-1.67,11.5,86450000,880000000,5160000,82740000
Maravai LifeSciences,https://companiesmarketcap.com/maravai-lifesciences,USA,Pharmaceuticals,610000000,670,2110000000,780000000,0.3525,15.1,7.47,280000000,1480000000,610000000,690000000
ImmunityBio,https://companiesmarketcap.com/immunitybio,USA,Pharmaceuticals,-460000000,670,4100000000,-590000000,-1474.05,-5.32,,620000,500000000,720000000,1090000000
Blueprint Medicines,https://companiesmarketcap.com/blueprint-medicines,USA,Pharmaceuticals,-510000000,661,5340000000,130000000,-2.4445,-10,22.7,240000000,1040000000,330000000,910000000
AbCellera,https://companiesmarketcap.com/abcellera,Canada,Pharmaceuticals,-180000000,630,1280000000,1150000000,-0.2201,-16.8,33.7,38020000,1480000000,77380000,330000000
ADMA Biologics,https://companiesmarketcap.com/adma-biologics,USA,Pharmaceuticals,-3220000,617,1410000000,130000000,-0.3026,-31.1,5.5,250000000,320000000,140000000,190000000
Supernus Pharmaceuticals,https://companiesmarketcap.com/supernus-pharmaceuticals,USA,Pharmaceuticals,5180000,612,1650000000,920000000,0.091,40.5,2.88,600000000,1270000000,41520000,350000000
ANI Pharmaceuticals,https://companiesmarketcap.com/ani-pharmaceuticals,USA,Pharmaceuticals,19870000,600,1420000000,450000000,-0.0964,-145,2.94,480000000,900000000,280000000,440000000
Intellia Therapeutics,https://companiesmarketcap.com/intellia-therapeutics,USA,Pharmaceuticals,-490000000,598,2330000000,1050000000,-8.5492,-4.58,66.3,36270000,1300000000,110000000,250000000
FibroGen,https://companiesmarketcap.com/fibrogen,USA,Pharmaceuticals,-290000000,592,120000000,-170000000,-2.6612,-0.4012,0.9092,140000000,420000000,150000000,580000000
Mirati Therapeutics,https://companiesmarketcap.com/mirati-therapeutics,USA,Pharmaceuticals,-770000000,587,4110000000,940000000,-59.5335,-4.58,108,38190000,1120000000,50220000,180000000
Hester Biosciences,https://companiesmarketcap.com/hester-biosciences,India,Pharmaceuticals,4900000,584,160000000,35110000,0.1997,46,4.59,35430000,82250000,32920000,47140000
Olink Holding,https://companiesmarketcap.com/olink,Sweden,Pharmaceuticals,-39050000,582,2850000000,470000000,-0.2282,-165,16.9,160000000,550000000,25490000,80720000
ACADIA Pharmaceuticals,https://companiesmarketcap.com/acadia-pharmaceuticals,USA,Pharmaceuticals,-51040000,580,2820000000,430000000,-0.1922,-18.9,3.95,720000000,740000000,57200000,310000000
Intra-Cellular Therapies,https://companiesmarketcap.com/intra-cellular-therapies,USA,Pharmaceuticals,-140000000,561,6570000000,590000000,-0.5058,-42.2,14.2,460000000,720000000,16930000,130000000
Fate Therapeutics,https://companiesmarketcap.com/fate-therapeutics,USA,Pharmaceuticals,-200000000,551,670000000,360000000,-1.918,-2.74,10.7,63530000,500000000,100000000,130000000
Recursion Pharmaceuticals,https://companiesmarketcap.com/recursion-pharmaceuticals,USA,Pharmaceuticals,-340000000,550,1970000000,460000000,-5.4232,-6.46,47.7,43870000,650000000,50670000,190000000
Morphosys,https://companiesmarketcap.com/morphosys,Germany,Pharmaceuticals,-210000000,544,2730000000,54220000,0.3806,23.8,10.5,250000000,2240000000,700000000,2180000000
Adaptimmune Therapeutics,https://companiesmarketcap.com/adaptimmune-therapeutics,UK,Pharmaceuticals,-140000000,534,320000000,39510000,-6.0396,-2.42,5.28,60280000,280000000,25230000,240000000
Revance Therapeutics,https://companiesmarketcap.com/revance-therapeutics,USA,Pharmaceuticals,-310000000,534,430000000,-160000000,-2.1204,-0.9801,1.98,230000000,470000000,470000000,630000000
Agenus,https://companiesmarketcap.com/agenus,USA,Pharmaceuticals,-160000000,533,180000000,-150000000,-0.0971,-0.5218,1.19,150000000,310000000,78010000,460000000
BioCryst Pharmaceuticals,https://companiesmarketcap.com/biocryst-pharma,USA,Pharmaceuticals,-230000000,531,980000000,-460000000,-0.7702,-4.08,3.17,330000000,510000000,820000000,970000000
Medios AG,https://companiesmarketcap.com/medios-ag,Germany,Pharmaceuticals,31740000,529,390000000,490000000,0.0168,20.5,0.197,1930000000,660000000,18880000,160000000
Arrowhead Pharmaceuticals,https://companiesmarketcap.com/arrowhead-pharmaceuticals,USA,Pharmaceuticals,-290000000,525,3060000000,170000000,-0.71,-15.1,17.5,180000000,620000000,110000000,450000000
Pharma Mar,https://companiesmarketcap.com/pharma-mar,Spain,Pharmaceuticals,-1350000,515,510000000,210000000,0.1206,24.7,3.03,170000000,370000000,48270000,160000000
Iovance Biotherapeutics,https://companiesmarketcap.com/iovance-biotherapeutics,USA,Pharmaceuticals,-470000000,503,3450000000,580000000,,-5.89,,1180000,780000000,75860000,190000000
Axsome Therapeutics,https://companiesmarketcap.com/axsome-therapeutics,USA,Pharmaceuticals,-240000000,502,3270000000,190000000,-0.9999,-16.8,12.6,270000000,580000000,180000000,390000000
uniQure,https://companiesmarketcap.com/uniqure,Netherlands,Pharmaceuticals,-310000000,501,220000000,200000000,-1.2045,-1.28,15.2,15840000,830000000,130000000,620000000
Amicus Therapeutics,https://companiesmarketcap.com/amicus-therapeutics,USA,Pharmaceuticals,-160000000,484,3150000000,160000000,-0.5507,-17.5,8.3,390000000,770000000,440000000,610000000
Exscientia,https://companiesmarketcap.com/exscientia,UK,Pharmaceuticals,-210000000,481,610000000,470000000,-2.3117,-3.54,24.9,24850000,670000000,22310000,190000000
Sangamo Therapeutics,https://companiesmarketcap.com/sangamo-therapeutics,USA,Pharmaceuticals,-120000000,478,110000000,82880000,-1.6078,-0.3786,0.6301,170000000,160000000,38100000,82430000
Travere Therapeutics,https://companiesmarketcap.com/travere-therapeutics,USA,Pharmaceuticals,-350000000,462,500000000,200000000,-1.3082,-1.48,2.56,190000000,780000000,400000000,580000000
CRISPR Therapeutics,https://companiesmarketcap.com/crispr-therapeutics,Switzerland,Pharmaceuticals,-160000000,458,5140000000,1880000000,-2.4911,-11.9,13.6,370000000,2220000000,230000000,340000000
Beam Therapeutics,https://companiesmarketcap.com/beam-therapeutics,USA,Pharmaceuticals,-180000000,439,2110000000,980000000,-4.7092,-6.05,5.9,370000000,1450000000,170000000,470000000
Invitation Homes,https://companiesmarketcap.com/invitation-homes,USA,Real Estate,520000000,1511,21190000000,10190000000,0.1877,42.7,8.71,2430000000,19220000000,8540000000,9030000000
HKR International,https://companiesmarketcap.com/hkr-international,Hong Kong,Real Estate,70690000,1435,230000000,3390000000,0.3276,8.22,2.23,210000000,5370000000,1470000000,1980000000
Hulic,https://companiesmarketcap.com/hulic,Japan,Real Estate,1050000000,1347,7550000000,5450000000,0.2988,11.8,2.35,3160000000,17590000000,10250000000,12140000000
Link REIT,https://companiesmarketcap.com/link-reit,Hong Kong,Real Estate,2280000000,1332,10490000000,23110000000,0.7816,21.2,10.6,1550000000,32390000000,7500000000,9280000000
PotlatchDeltic,https://companiesmarketcap.com/potlatchdeltic,USA,Real Estate,61880000,1330,3490000000,2170000000,0.0905,53.6,3.45,1020000000,3430000000,1030000000,1260000000
UDR Apartments,https://companiesmarketcap.com/udr-apartments,USA,Real Estate,660000000,1317,13030000000,4950000000,0.0612,27.1,8.12,1620000000,11370000000,5980000000,6420000000
IRSA Inversiones y Representaciones,https://companiesmarketcap.com/irsa-propiedades-comerciales,Argentina,Real Estate,450000000,1289,820000000,1030000000,-0.0155,3.41,2.44,370000000,2030000000,400000000,1000000000
Vicinity Centres,https://companiesmarketcap.com/vicinity-centres,Australia,Real Estate,170000000,1266,5710000000,7040000000,1.0236,7.19,21.2,840000000,10310000000,2950000000,3270000000
Puravankara,https://companiesmarketcap.com/puravankara,India,Real Estate,57570000,1248,930000000,230000000,0.3324,492,4.24,200000000,1330000000,360000000,1090000000
McGrath RentCorp,https://companiesmarketcap.com/mcgrath-rentcorp,USA,Real Estate,190000000,1218,2810000000,930000000,0.2044,15.5,3.41,830000000,2210000000,760000000,1280000000
Harbour Centre Development,https://companiesmarketcap.com/harbour-centre-development,Hong Kong,Real Estate,-27570000,1200,540000000,1900000000,-0.1888,-231,4.49,140000000,2270000000,95420000,370000000
Tian An China Investments Company,https://companiesmarketcap.com/tian-an-china-investments-company,Hong Kong,Real Estate,290000000,1182,800000000,3430000000,0.4492,4.41,1.14,650000000,6300000000,1020000000,2870000000
BASSAC,https://companiesmarketcap.com/bassac,France,Real Estate,170000000,1177,730000000,820000000,,7.47,,1380000000,2400000000,710000000,1570000000
Fastighets AB Balder,https://companiesmarketcap.com/fastighets,Sweden,Real Estate,-490000000,1145,7270000000,9200000000,0,-73,6.55,1130000000,24150000000,12750000000,14940000000
SL Green Realty,https://companiesmarketcap.com/sl-green-realty,USA,Real Estate,-600000000,1137,3330000000,4260000000,-0.5322,-6.91,3.76,910000000,9530000000,4420000000,5270000000
Icade,https://companiesmarketcap.com/icade,France,Real Estate,-1290000000,1124,1950000000,8480000000,0.1369,56.7,1.62,1830000000,19050000000,5930000000,10560000000
J.S.B.Co.,https://companiesmarketcap.com/jsb-co,Japan,Real Estate,72370000,1123,380000000,210000000,,5.3,0.8219,450000000,480000000,140000000,260000000
Dexus,https://companiesmarketcap.com/dexus,Australia,Real Estate,-500000000,1079,5170000000,8110000000,1.8707,6.02,9.99,550000000,12230000000,3530000000,4110000000
Canadian Apartment Properties REIT,https://companiesmarketcap.com/canadian-apartment-properties-reit,Canada,Real Estate,-210000000,1076,5430000000,7000000000,0.0035,49.6,6.89,790000000,12810000000,5360000000,5800000000
Doma,https://companiesmarketcap.com/doma,USA,Real Estate,-120000000,1062,84290000,-10290000,-0.6939,-0.2899,0.2601,320000000,260000000,160000000,270000000
Klépierre,https://companiesmarketcap.com/klepierre,France,Real Estate,530000000,1031,7230000000,10680000000,0.3504,10.9,4.29,1520000000,21950000000,8650000000,11260000000
Tricon Residential,https://companiesmarketcap.com/tricon-residential,Canada,Real Estate,140000000,1010,3040000000,3860000000,0.4142,10.1,3.58,840000000,13240000000,5770000000,9370000000
Covivio,https://companiesmarketcap.com/covivio,France,Real Estate,-2340000000,997,5020000000,,1.4193,8.39,5.05,1060000000,27660000000,11830000000,27660000000
Patrizia Immobilien,https://companiesmarketcap.com/patrizia-immobilien,Germany,Real Estate,4090000,978,780000000,1320000000,0.073,,2.54,310000000,2210000000,410000000,880000000
Goodman Group,https://companiesmarketcap.com/goodman,Australia,Real Estate,1320000000,971,39300000000,11930000000,1.9386,14.4,19.4,1280000000,15900000000,2220000000,3970000000
KLCC Property Holdings,https://companiesmarketcap.com/klcc-property-holdings,Malaysia,Real Estate,280000000,946,2820000000,3350000000,,12.1,8.04,350000000,3990000000,510000000,640000000
Oberoi Realty,https://companiesmarketcap.com/oberoi-realty,India,Real Estate,310000000,934,6530000000,1540000000,0.5304,37.7,11.3,580000000,2220000000,400000000,680000000
Independence Realty Trust,https://companiesmarketcap.com/independence-realty-trust,USA,Real Estate,72110000,923,3750000000,3560000000,0.2478,62.6,5.69,660000000,6280000000,2540000000,2710000000
JBG SMITH,https://companiesmarketcap.com/jbg-smith,USA,Real Estate,-92010000,912,1400000000,2690000000,0.1654,-61.6,2.34,600000000,5510000000,2630000000,2820000000
Offerpad,https://companiesmarketcap.com/offerpad,USA,Real Estate,-120000000,900,190000000,100000000,-0.0785,-0.6288,0.1495,1310000000,370000000,250000000,270000000
Marcus & Millichap,https://companiesmarketcap.com/marcus-millichap,USA,Real Estate,-39520000,887,1250000000,640000000,0.0763,93.9,1.97,640000000,870000000,87740000,230000000
Hudson Pacific Properties,https://companiesmarketcap.com/hudson-pacific-properties,USA,Real Estate,52070000,885,910000000,3550000000,0.0323,-8.33,0.9566,950000000,8280000000,4400000000,4730000000
Ashiana Housing,https://companiesmarketcap.com/ashiana-housing,India,Real Estate,11680000,857,400000000,90420000,0.0914,110,4.03,91290000,270000000,15920000,180000000
Emperor International,https://companiesmarketcap.com/emperor-international,Hong Kong,Real Estate,-300000000,850,170000000,3150000000,-1.8991,-1.11,1.94,150000000,6000000000,2360000000,2850000000
Grand City Properties,https://companiesmarketcap.com/grand-city-properties,Luxembourg,Real Estate,-740000000,810,1950000000,5780000000,0.5634,-4.17,3.47,550000000,12070000000,4690000000,6280000000
StorageVault Canada,https://companiesmarketcap.com/storagevault-canada,Canada,Real Estate,-8000000,800,1390000000,140000000,-0.169,674,6.53,210000000,1540000000,1330000000,1390000000
UNITI,https://companiesmarketcap.com/uniti,USA,Real Estate,-160000000,784,1340000000,-2490000000,-0.088,-40.7,1.18,1140000000,5020000000,5620000000,7500000000
Kaufman & Broad,https://companiesmarketcap.com/kaufman-broad,France,Real Estate,120000000,784,610000000,250000000,,8.84,0.411,1510000000,1870000000,43060000,1610000000
Boston Properties,https://companiesmarketcap.com/boston-properties,USA,Real Estate,290000000,780,9510000000,8190000000,0.2556,50,2.98,3270000000,26020000000,16620000000,17830000000
Apartment Income REIT,https://companiesmarketcap.com/apartment-incom-reit,USA,Real Estate,820000000,750,5570000000,2620000000,0,18.1,6.79,820000000,6130000000,3210000000,3500000000
Douglas Emmett,https://companiesmarketcap.com/douglas-emmett,USA,Real Estate,130000000,750,2660000000,3840000000,0.0971,112,2.66,1020000000,9640000000,5550000000,5790000000
Safestore,https://companiesmarketcap.com/safestore,UK,Real Estate,250000000,750,2050000000,2350000000,,4.58,7.27,270000000,3590000000,1000000000,1240000000
Hudco,https://companiesmarketcap.com/hudco,India,Real Estate,330000000,703,4900000000,1890000000,0,23.9,15.3,330000000,9890000000,7620000000,8000000000
CTP N.V.,https://companiesmarketcap.com/ctp-nv,Netherlands,Real Estate,1240000000,699,7670000000,6240000000,0,7.27,11.1,690000000,15040000000,7160000000,8790000000
Ryman Hospitality Properties,https://companiesmarketcap.com/ryman-hospitality-properties,USA,Real Estate,240000000,689,6750000000,910000000,0.1309,27.1,3.13,2150000000,5180000000,3500000000,4270000000
St. Joe Company,https://companiesmarketcap.com/st-joe-company,USA,Real Estate,100000000,680,3320000000,690000000,0.3414,36.2,8.63,380000000,1520000000,630000000,820000000
Empire State Realty Trust,https://companiesmarketcap.com/empire-state-realty-trust,USA,Real Estate,180000000,667,2560000000,1730000000,0.2562,28.7,3.6,730000000,4210000000,2260000000,2480000000
Macerich,https://companiesmarketcap.com/macerich,USA,Real Estate,-280000000,650,3610000000,2520000000,-0.0976,-10.5,4.13,880000000,7510000000,4300000000,4980000000
British Land,https://companiesmarketcap.com/british-land,UK,Real Estate,910000000,647,4380000000,6540000000,,,8.54,520000000,9870000000,2720000000,3320000000
CapitaLand Mall Trust,https://companiesmarketcap.com/capitaland-mall-trust,Singapore,Real Estate,260000000,646,9490000000,10560000000,0.5063,22.5,17.7,540000000,18220000000,7100000000,7660000000
Helios Towers,https://companiesmarketcap.com/helios-towers,UK,Real Estate,-5900000,641,1240000000,10300000,,,2.41,390000000,2220000000,1840000000,2200000000
Kimco Realty,https://companiesmarketcap.com/kimco-realty,USA,Real Estate,640000000,639,12200000000,9720000000,0.2458,25.3,6.78,1780000000,18270000000,7720000000,8540000000
Iguatemi,https://companiesmarketcap.com/iguatemi,Brazil,Real Estate,150000000,636,1290000000,860000000,0.3762,13,5.67,230000000,1600000000,690000000,740000000
Arbor Realty Trust,https://companiesmarketcap.com/arbor-realty-trust,USA,Real Estate,420000000,630,2340000000,3250000000,0.5808,6.82,3.25,720000000,15730000000,9390000000,12480000000
Adler Group,https://companiesmarketcap.com/adler-group,Luxembourg,Real Estate,-1110000000,619,31800000,670000000,-1.5587,-0.017,0.0764,430000000,8890000000,6500000000,8210000000
Mallplaza,https://companiesmarketcap.com/mallplaza,Chile,Real Estate,510000000,609,2790000000,3010000000,0.2279,10.2,5.73,500000000,5500000000,1470000000,2480000000
Swiss Prime Site,https://companiesmarketcap.com/swiss-prime-site,Switzerland,Real Estate,90580000,609,7140000000,7770000000,0.672,13.6,10.5,770000000,16380000000,6750000000,8610000000
The RMR Group,https://companiesmarketcap.com/the-rmr-group,USA,Real Estate,110000000,600,400000000,420000000,0.0953,6.6,0.4192,970000000,620000000,36180000,200000000
Ready Capital,https://companiesmarketcap.com/ready-capital,USA,Real Estate,350000000,600,1470000000,2630000000,0.4603,3.05,3.59,410000000,12440000000,7240000000,9800000000
Jeudan,https://companiesmarketcap.com/jeudan,Denmark,Real Estate,-95210000,600,1650000000,1820000000,0,27.2,6.68,240000000,5410000000,3090000000,3590000000
RE/MAX Holdings,https://companiesmarketcap.com/remax-holdings,USA,Real Estate,-5800000,594,240000000,-76070000,0.1126,-132,0.749,320000000,570000000,480000000,650000000
Alexandria Real Estate Equities,https://companiesmarketcap.com/alexandria-real-estate,USA,Real Estate,350000000,593,21310000000,22620000000,0.2944,89.1,7.48,2890000000,36770000000,11690000000,14140000000
Sparkassen Immobilien,https://companiesmarketcap.com/sparkassen-immobilien,Austria,Real Estate,-4870000,585,1250000000,1850000000,0.2843,-16.8,3.55,360000000,4040000000,650000000,2180000000
Healthcare Realty,https://companiesmarketcap.com/healthcare-realty,USA,Real Estate,-290000000,583,5470000000,6910000000,-0.1364,-30.5,4.07,1340000000,12630000000,5290000000,5710000000
Mahindra Lifespaces,https://companiesmarketcap.com/mahindra-lifespaces,India,Real Estate,-80000,580,1220000000,210000000,0.1741,901,20.9,55020000,450000000,35730000,240000000
Land Securities Group,https://companiesmarketcap.com/landsec,UK,Real Estate,-780000000,577,5870000000,8200000000,,6.56,5.74,970000000,13290000000,4650000000,5090000000
Howard Hughes Holdings,https://companiesmarketcap.com/howard-hughes,USA,Real Estate,-560000000,565,3280000000,3050000000,0.1833,27.2,3.21,1020000000,9570000000,5350000000,6510000000
RioCan REIT,https://companiesmarketcap.com/riocan-reit,Canada,Real Estate,170000000,565,3890000000,5610000000,0.1958,23.7,4.75,830000000,11210000000,5200000000,5590000000
Four Corners Property Trust,https://companiesmarketcap.com/four-corners-property-trust,USA,Real Estate,140000000,543,2160000000,1250000000,0.5699,21.2,8.64,250000000,2450000000,1110000000,1190000000
Castellum,https://companiesmarketcap.com/castellum,Sweden,Real Estate,-1230000000,521,5840000000,7630000000,-0.9186,-5.05,6.33,930000000,15560000000,6140000000,7920000000
Big Yellow Group,https://companiesmarketcap.com/big-yellow-group,UK,Real Estate,93280000,515,2550000000,2750000000,,29.2,11.4,230000000,3450000000,630000000,690000000
Welltower,https://companiesmarketcap.com/welltower,USA,Real Estate,350000000,514,51070000000,26370000000,0.0327,184,7.74,6630000000,44010000000,16110000000,17640000000
Brixmor Property Group,https://companiesmarketcap.com/brixmor-property-group,USA,Real Estate,490000000,500,6450000000,2850000000,0.4446,19.1,5.22,1240000000,8330000000,4930000000,5480000000
Hysan Development,https://companiesmarketcap.com/hysan-development,Hong Kong,Real Estate,-77830000,486,1550000000,10200000000,-0.1754,18.5,7.52,440000000,14660000000,3270000000,4460000000
GAG Immobilien,https://companiesmarketcap.com/gag-immobilien,Germany,Real Estate,55640000,477,960000000,950000000,0.1258,56.2,3.21,420000000,3640000000,2360000000,2690000000
Gecina,https://companiesmarketcap.com/gecina,France,Real Estate,-1990000000,473,7260000000,11710000000,0.2232,10.1,9.75,920000000,19510000000,7110000000,7790000000
Omaxe,https://companiesmarketcap.com/omaxe,India,Real Estate,-55590000,468,210000000,86620000,-0.5286,-4.56,1.36,160000000,1670000000,120000000,1590000000
Chinese Estates Holdings,https://companiesmarketcap.com/chinese-estates-holdings,Hong Kong,Real Estate,150000000,467,250000000,1820000000,0.8217,4.15,3.35,180000000,2380000000,500000000,550000000
UMH Properties,https://companiesmarketcap.com/umh-properties,USA,Real Estate,40320000,460,1070000000,700000000,0.2745,-47.5,4.92,220000000,1420000000,690000000,720000000
Landsea Homes,https://companiesmarketcap.com/landsea-homes,USA,Real Estate,44540000,454,430000000,680000000,0.0646,9.09,0.3573,1200000000,1470000000,550000000,780000000
Sunteck Realty,https://companiesmarketcap.com/sunteck-realty,India,Real Estate,-9590000,453,760000000,330000000,0.08,-133,36.7,21410000,900000000,75380000,570000000
Ventas,https://companiesmarketcap.com/ventas,USA,Real Estate,530000000,451,17300000000,9540000000,-0.014,,3.86,4490000000,24720000000,13680000000,15180000000
Regency Centers,https://companiesmarketcap.com/regency-centers,USA,Real Estate,520000000,440,10870000000,7190000000,0.3987,27.1,8.18,1320000000,12420000000,4400000000,5230000000
InterRent Real Estate Investment Trust,https://companiesmarketcap.com/interrent-real-estate-investment-trust,Canada,Real Estate,110000000,435,1300000000,1940000000,0,-49.7,7.51,170000000,3350000000,1270000000,1400000000
Mapletree Commercial Trust,https://companiesmarketcap.com/mapletree-commercial-trust,Singapore,Real Estate,260000000,429,5090000000,7080000000,0.6028,19.3,7.8,660000000,12560000000,5060000000,5480000000
SEGRO,https://companiesmarketcap.com/segro,UK,Real Estate,-340000000,425,14280000000,13880000000,,-4.95,14.5,950000000,22030000000,6900000000,8140000000
Redefine Properties,https://companiesmarketcap.com/redefine-properties,South Africa,Real Estate,250000000,424,1400000000,2820000000,,2.47,2.52,530000000,5310000000,2170000000,2490000000
Centerspace,https://companiesmarketcap.com/centerspace,USA,Real Estate,49230000,421,970000000,940000000,0.1712,22.4,3.73,260000000,1920000000,910000000,970000000
