document,element,frequency_in_document
Pharmaceuticals,Switzerland,3870000000.0
Pharmaceuticals,USA,1750000000.0
Pharmaceuticals,Japan,4640000000.0
Pharmaceuticals,India,870000000.0
Pharmaceuticals,India,2190000000.0
Pharmaceuticals,Japan,1050000000.0
Pharmaceuticals,India,380000000.0
Pharmaceuticals,India,1210000000.0
Pharmaceuticals,Japan,9410000000.0
Pharmaceuticals,USA,12370000000.0
Pharmaceuticals,India,2850000000.0
Pharmaceuticals,Denmark,4690000000.0
Pharmaceuticals,Japan,13720000000.0
Pharmaceuticals,Germany,20680000000.0
Pharmaceuticals,Luxembourg,300000000.0
Pharmaceuticals,France,3360000000.0
Pharmaceuticals,France,9650000000.0
Pharmaceuticals,Germany,2530000000.0
Pharmaceuticals,USA,103440000000.0
Pharmaceuticals,India,3450000000.0
Pharmaceuticals,Italy,10980000000.0
Pharmaceuticals,Japan,3450000000.0
Pharmaceuticals,India,2090000000.0
Pharmaceuticals,USA,40490000000.0
Pharmaceuticals,Japan,7330000000.0
Pharmaceuticals,India,6740000000.0
Pharmaceuticals,Switzerland,4150000000.0
Pharmaceuticals,Finland,4980000000.0
Pharmaceuticals,France,290000000.0
Pharmaceuticals,China,4740000000.0
Pharmaceuticals,USA,10730000000.0
Pharmaceuticals,USA,17540000000.0
Real Estate,China,10380000000.0
Real Estate,Canada,5630000000.0
Real Estate,USA,27310000000.0
Real Estate,USA,8540000000.0
Real Estate,China,16760000000.0
Real Estate,Brazil,2800000000.0
Real Estate,China,1730000000.0
Real Estate,Hong Kong,21380000000.0
Real Estate,Hong Kong,14320000000.0
Real Estate,USA,2250000000.0
Real Estate,UK,1830000000.0
Real Estate,Hong Kong,27010000000.0
Real Estate,China,8120000000.0
Real Estate,Hong Kong,150000000.0
Real Estate,Bermuda,9740000000.0
Real Estate,Canada,6910000000.0
Real Estate,Hong Kong,2600000000.0
Real Estate,Japan,30640000000.0
Real Estate,Japan,5710000000.0
Real Estate,Hong Kong,3220000000.0
Real Estate,Canada,5650000000.0
Real Estate,USA,24270000000.0
Real Estate,Hong Kong,1910000000.0
Real Estate,Japan,7150000000.0
Real Estate,Canada,2200000000.0
Real Estate,USA,1950000000.0
Real Estate,Germany,22040000000.0
Real Estate,USA,6810000000.0
Real Estate,Japan,3660000000.0
Real Estate,USA,72290000000.0
Real Estate,Japan,18350000000.0
Real Estate,Japan,25260000000.0
Real Estate,Singapore,10030000000.0
Real Estate,Hong Kong,14510000000.0
Real Estate,Israel,1210000000.0
Real Estate,India,5710000000.0
Real Estate,USA,590000000.0
Real Estate,France,570000000.0
Real Estate,Hong Kong,2620000000.0
Real Estate,USA,2480000000.0
Real Estate,USA,15680000000.0
Real Estate,Hong Kong,8670000000.0
Real Estate,USA,1650000000.0
Real Estate,USA,83670000000.0
Real Estate,Hong Kong,9840000000.0
Real Estate,USA,10310000000.0
Real Estate,USA,5120000000.0
Real Estate,Hong Kong,11390000000.0
Real Estate,USA,47940000000.0
Real Estate,USA,36890000000.0
Real Estate,Hong Kong,1090000000.0
Real Estate,USA,710000000.0
Real Estate,USA,42020000000.0
Real Estate,USA,30780000000.0
Real Estate,Germany,7490000000.0
Real Estate,Hong Kong,16200000000.0
Real Estate,India,14350000000.0
Real Estate,USA,11930000000.0
Real Estate,Hong Kong,110000000.0
Real Estate,Hong Kong,4650000000.0
Real Estate,Hong Kong,360000000.0
Real Estate,USA,45410000000.0
Real Estate,USA,1750000000.0
Real Estate,China,680000000.0
Real Estate,Canada,1710000000.0
Real Estate,Indonesia,1310000000.0
Real Estate,Hong Kong,6590000000.0
Real Estate,USA,26130000000.0
Real Estate,USA,9960000000.0
Real Estate,Hong Kong,9290000000.0
Real Estate,USA,1590000000.0
Real Estate,France,10890000000.0
Real Estate,USA,54240000000.0
Real Estate,USA,110080000000.0
Real Estate,India,26930000000.0
Real Estate,USA,23410000000.0
Real Estate,India,8890000000.0
Real Estate,USA,15350000000.0
Real Estate,Israel,3280000000.0
Real Estate,Hong Kong,4590000000.0
Real Estate,France,1700000000.0
Real Estate,USA,62740000.0
Real Estate,USA,1490000000.0
Real Estate,USA,5770000000.0
Real Estate,USA,21820000000.0
Real Estate,Germany,2300000000.0
Real Estate,Singapore,3540000000.0
Real Estate,USA,14850000000.0
Real Estate,USA,15900000000.0
Real Estate,UK,5090000000.0
Real Estate,Germany,5950000000.0
Real Estate,Australia,5630000000.0
Real Estate,Indonesia,2680000000.0
Real Estate,Singapore,600000000.0
Real Estate,Luxembourg,2190000000.0
Real Estate,USA,63510000.0
Real Estate,USA,10450000000.0
Real Estate,Australia,7040000000.0
Real Estate,Canada,2830000000.0
Real Estate,France,870000000.0
Oil&Gas,Russia,41930000000.0
Oil&Gas,China,249760000000.0
Oil&Gas,China,100100000000.0
Oil&Gas,Russia,12100000000.0
Oil&Gas,France,170750000000.0
Oil&Gas,USA,74410000000.0
Oil&Gas,UK,232540000000.0
Oil&Gas,Saudi Arabia,1955000000000.0
Oil&Gas,UK,110690000000.0
Oil&Gas,Poland,19580000000.0
Oil&Gas,USA,474230000000.0
Oil&Gas,USA,33240000000.0
Oil&Gas,Hong Kong,14110000000.0
Oil&Gas,Hong Kong,7290000000.0
Oil&Gas,USA,35160000000.0
Oil&Gas,Brazil,101900000000.0
Oil&Gas,Japan,14960000000.0
Oil&Gas,USA,294540000000.0
Oil&Gas,China,9590000000.0
Oil&Gas,USA,7760000000.0
Oil&Gas,Italy,53460000000.0
Oil&Gas,India,28040000000.0
Oil&Gas,Hong Kong,7990000000.0
Oil&Gas,Czech Republic,19920000000.0
Oil&Gas,Italy,5070000000.0
Oil&Gas,South Africa,5620000000.0
Oil&Gas,USA,73200000000.0
Oil&Gas,USA,74980000000.0
Oil&Gas,India,40000000000.0
Oil&Gas,USA,35490000000.0
Oil&Gas,Hungary,6530000000.0
Oil&Gas,Spain,20490000000.0
Oil&Gas,Norway,82590000000.0
Oil&Gas,China,122260000000.0
Oil&Gas,UK,8870000000.0
Oil&Gas,Austria,15590000000.0
Oil&Gas,UK,11300000000.0
Oil&Gas,Colombia,24050000000.0
Oil&Gas,USA,8500000000.0
Oil&Gas,USA,75220000000.0
Oil&Gas,Canada,48500000000.0
Oil&Gas,Ireland,6850000000.0
Oil&Gas,Japan,10020000000.0
Oil&Gas,USA,43450000000.0
Oil&Gas,China,9780000000.0
Oil&Gas,Japan,9750000000.0
Oil&Gas,France,4280000000.0
Oil&Gas,USA,5210000000.0
Oil&Gas,USA,69020000000.0
Oil&Gas,USA,51930000000.0
Oil&Gas,Bermuda,750000000.0
Oil&Gas,USA,61170000000.0
Oil&Gas,Norway,1740000000.0
Oil&Gas,Canada,72650000000.0
Oil&Gas,USA,40230000000.0
Oil&Gas,China,2010000000.0
Oil&Gas,Italy,3540000000.0
Oil&Gas,Brazil,5780000000.0
Oil&Gas,Canada,84850000000.0
Oil&Gas,Italy,2400000000.0
Oil&Gas,USA,153640000000.0
Oil&Gas,USA,57170000000.0
Oil&Gas,Australia,6050000000.0
Oil&Gas,Saudi Arabia,3380000000.0
Oil&Gas,India,8120000000.0
Oil&Gas,India,15570000000.0
Oil&Gas,USA,2150000000.0
Oil&Gas,Canada,2990000000.0
Oil&Gas,Canada,37460000000.0
Oil&Gas,Taiwan,1170000000.0
Oil&Gas,USA,4120000000.0
Oil&Gas,Portugal,13190000000.0
Oil&Gas,USA,4700000000.0
Oil&Gas,Germany,5860000000.0
Oil&Gas,India,7930000000.0
Oil&Gas,Finland,22330000000.0
Oil&Gas,Japan,2490000000.0
Oil&Gas,Turkey,11220000000.0
Oil&Gas,USA,8580000000.0
Oil&Gas,Canada,39100000000.0
Oil&Gas,USA,830000000.0
Oil&Gas,Romania,4410000000.0
Oil&Gas,Italy,7960000000.0
Oil&Gas,Canada,37470000000.0
Oil&Gas,Saudi Arabia,5510000000.0
Oil&Gas,USA,11820000000.0
Oil&Gas,USA,4910000000.0
Oil&Gas,USA,46390000000.0
Oil&Gas,Switzerland,5060000000.0
Oil&Gas,Canada,760000000.0
Oil&Gas,Canada,1020000000.0
Oil&Gas,India,15830000000.0
Oil&Gas,USA,3730000000.0
Oil&Gas,Australia,36860000000.0
Oil&Gas,South Korea,1600000000.0
Oil&Gas,USA,12440000000.0
Oil&Gas,UK,5120000000.0
Oil&Gas,UK,6960000000.0
Oil&Gas,USA,3510000000.0
Oil&Gas,USA,2020000000.0
Retail,USA,484920000000.0
Retail,USA,1930000000000.0
Retail,USA,339990000000.0
Retail,China,40230000000.0
Retail,USA,76980000000.0
Retail,USA,39930000000.0
Retail,Netherlands,26760000000.0
Retail,UK,26720000000.0
Retail,USA,106610000000.0
Retail,USA,323880000000.0
Retail,France,11640000000.0
Retail,USA,132150000000.0
Retail,Mexico,69080000000.0
Retail,China,176220000000.0
Retail,Canada,32860000000.0
Retail,USA,86580000000.0
Retail,Hong Kong,2700000000.0
Retail,USA,15390000000.0
Retail,Australia,25490000000.0
Retail,USA,32500000000.0
Retail,Japan,18510000000.0
Retail,Spain,143570000000.0
Retail,UK,7740000000.0
Retail,Canada,5640000000.0
Retail,Canada,52720000000.0
Retail,Chile,4800000000.0
Retail,Australia,13990000000.0
Retail,Australia,49020000000.0
Retail,Portugal,12470000000.0
Retail,USA,11740000000.0
Retail,Sweden,24280000000.0
Retail,USA,45590000000.0
Retail,Canada,11650000000.0
Retail,USA,2520000000.0
Retail,USA,8400000000.0
Retail,USA,5290000000.0
Retail,South Africa,740000000.0
Retail,Germany,2010000000.0
Retail,Indonesia,7550000000.0
Retail,Turkey,7350000000.0
Retail,Japan,34110000000.0
Retail,Chile,6400000000.0
Retail,UK,5810000000.0
Retail,UK,7650000000.0
Retail,Mexico,15390000000.0
Retail,USA,51250000000.0
Retail,Brazil,3750000000.0
Retail,USA,27280000000.0
Retail,UK,6480000000.0
Retail,South Korea,37890000000.0
Retail,USA,3110000000.0
Retail,Japan,84370000000.0
Retail,Brazil,8820000000.0
Retail,USA,16790000000.0
Retail,Turkey,2480000000.0
Retail,USA,26430000000.0
Retail,UK,2730000000.0
Retail,Brazil,360000000.0
Retail,Brazil,2370000000.0
Retail,Luxembourg,6250000000.0
Retail,Poland,8890000000.0
Retail,Canada,42350000000.0
Retail,USA,10240000000.0
Retail,China,4170000000.0
Retail,UK,14310000000.0
Retail,UK,4460000000.0
Retail,Belgium,5360000000.0
Retail,USA,6300000000.0
Retail,USA,1390000000.0
Retail,USA,100000000.0
Retail,Spain,770000000.0
Retail,Bermuda,4260000000.0
Retail,USA,460000000.0
Retail,Hong Kong,14470000000.0
Retail,UK,3480000000.0
Retail,USA,10050000000.0
Retail,Brazil,2990000000.0
Retail,France,1300000000.0
Retail,Germany,1280000000.0
Retail,USA,1840000000.0
Retail,USA,420000000.0
Retail,Germany,3770000000.0
Retail,Germany,1680000000.0
Retail,USA,1650000000.0
Retail,France,850000000.0
Retail,USA,4390000000.0
Retail,USA,2690000000.0
Retail,USA,7280000000.0
Retail,India,17200000.0
Retail,South Africa,2210000000.0
Retail,UK,3580000000.0
Retail,South Africa,1450000000.0
Retail,UK,1960000000.0
Retail,UK,3630000000.0
Retail,USA,5950000000.0
Retail,Japan,17280000000.0
Retail,USA,21350000000.0
Retail,South Africa,3630000000.0
Insurance,USA,407230000000.0
Insurance,China,85310000000.0
Insurance,China,27530000000.0
Insurance,Germany,109130000000.0
Insurance,China,26970000000.0
Insurance,India,73550000000.0
Insurance,USA,115720000000.0
Insurance,China,84770000000.0
Insurance,France,80660000000.0
Insurance,USA,97750000000.0
Insurance,Italy,37350000000.0
Insurance,USA,37830000000.0
Insurance,USA,99230000000.0
Insurance,Hong Kong,3020000000.0
Insurance,USA,37680000000.0
Insurance,Japan,22520000000.0
Insurance,Switzerland,71100000000.0
Insurance,Taiwan,22280000000.0
Insurance,USA,119420000000.0
Insurance,USA,43990000000.0
Insurance,UK,61070000000.0
Insurance,Japan,20550000000.0
Insurance,Canada,25650000000.0
Insurance,USA,51200000000.0
Insurance,UK,26610000000.0
Insurance,USA,50710000000.0
Insurance,Japan,61700000000.0
Insurance,Germany,59560000000.0
Insurance,Canada,42800000000.0
Insurance,Switzerland,99790000000.0
Insurance,USA,39420000000.0
Insurance,Japan,28690000000.0
Insurance,Poland,10410000000.0
Insurance,Belgium,30100000000.0
Insurance,China,9750000000.0
Insurance,India,15920000000.0
Insurance,Spain,7380000000.0
Insurance,Canada,27410000000.0
Insurance,India,6300000000.0
Insurance,USA,50640000000.0
Insurance,South Africa,2460000000.0
Insurance,Canada,30070000000.0
Insurance,Austria,4000000000.0
Insurance,Canada,28370000000.0
Insurance,USA,50310000000.0
Insurance,South Africa,6940000000.0
Insurance,UK,15580000000.0
Insurance,Germany,19060000000.0
Insurance,USA,13280000000.0
Insurance,Austria,2650000000.0
Insurance,USA,5900000000.0
Insurance,USA,18670000000.0
Insurance,India,17900000000.0
Insurance,Japan,9000000000.0
Insurance,Japan,7560000000.0
Insurance,USA,18760000000.0
Insurance,USA,29060000000.0
Insurance,Netherlands,11150000000.0
Insurance,USA,12420000000.0
Insurance,India,10850000000.0
Insurance,Taiwan,4010000000.0
Insurance,South Africa,1450000000.0
Insurance,USA,23360000000.0
Insurance,USA,22060000000.0
Insurance,UK,24810000000.0
Insurance,Switzerland,33660000000.0
Insurance,India,4430000000.0
Insurance,USA,9060000000.0
Insurance,Finland,21040000000.0
Insurance,Belgium,8300000000.0
Insurance,Switzerland,7080000000.0
Insurance,Australia,13330000000.0
Insurance,Brazil,3830000000.0
Insurance,India,9830000000.0
Insurance,Australia,17220000000.0
Insurance,USA,12140000000.0
Insurance,Netherlands,12580000000.0
Insurance,Italy,8090000000.0
Insurance,India,6780000000.0
Insurance,USA,4800000000.0
Insurance,India,910000000.0
Insurance,UK,9850000000.0
Insurance,USA,9650000000.0
Insurance,Italy,6050000000.0
Insurance,Taiwan,11890000000.0
Insurance,USA,8080000000.0
Insurance,UK,3100000000.0
Insurance,Switzerland,18850000000.0
Insurance,Spain,4330000000.0
Insurance,USA,21070000000.0
Insurance,USA,3600000000.0
Insurance,Peru,2700000000.0
Insurance,USA,10820000000.0
Insurance,Denmark,12080000000.0
Insurance,UK,6270000000.0
Insurance,USA,11740000000.0
Insurance,USA,20070000000.0
Insurance,Bermuda,34250000000.0
Insurance,Singapore,6370000000.0
Insurance,USA,18580000000.0
Food,UK,46280000000.0
Food,Netherlands,26750000000.0
Food,China,14600000000.0
Food,France,11950000000.0
Food,Switzerland,266740000000.0
Food,USA,8380000000.0
Food,Brazil,9570000000.0
Food,Canada,17250000000.0
Food,USA,18260000000.0
Food,Mexico,18110000000.0
Food,China,32580000000.0
Food,USA,20620000000.0
Food,UK,22540000000.0
Food,France,620000000.0
Food,Canada,5640000000.0
Food,UK,121210000000.0
Food,USA,81100000000.0
Food,Hong Kong,9030000000.0
Food,USA,193670000000.0
Food,Singapore,16230000000.0
Food,Brazil,5380000000.0
Food,Indonesia,3600000000.0
Food,USA,89700000000.0
Food,France,39460000000.0
Food,USA,2300000000.0
Food,USA,9930000000.0
Food,China,12330000000.0
Food,USA,37460000000.0
Food,USA,2000000000.0
Food,China,6190000000.0
Food,USA,8520000000.0
Food,Turkey,2480000000.0
Food,Singapore,2800000000.0
Food,USA,1700000000.0
Food,China,8080000000.0
Food,Germany,8960000000.0
Food,UK,2040000000.0
Food,Hong Kong,6750000000.0
Food,USA,30590000000.0
Food,Saudi Arabia,15130000000.0
Food,Mexico,3060000000.0
Food,Ireland,1100000000.0
Food,USA,44440000000.0
Food,Indonesia,7980000000.0
Food,USA,10760000000.0
Food,Japan,18780000000.0
Food,USA,37370000000.0
Food,USA,6490000000.0
Food,Japan,11570000000.0
Food,USA,18940000000.0
Food,Singapore,3410000000.0
Food,Spain,770000000.0
Food,India,3630000000.0
Food,Switzerland,28600000000.0
Food,Cayman Islands,1200000000.0
Food,USA,12770000000.0
Food,UK,3480000000.0
Food,South Africa,7660000000.0
Food,USA,93620000.0
Food,Mexico,7020000000.0
Food,France,2560000000.0
Food,USA,2520000000.0
Food,USA,14630000000.0
Food,Ireland,14870000000.0
Food,Spain,1250000000.0
Food,USA,760000000.0
Food,France,730000000.0
Food,USA,18580000000.0
Food,UK,3630000000.0
Food,Germany,1190000000.0
Food,Hong Kong,620000000.0
Food,Germany,2910000000.0
Food,Canada,8010000000.0
Food,India,62860000000.0
Food,USA,14010000000.0
Food,USA,37940000000.0
Food,Israel,2070000000.0
Food,UK,630000000.0
Food,New Zealand,2720000000.0
Food,USA,640000000.0
Food,Japan,6070000000.0
Food,USA,56940000000.0
Food,India,2360000000.0
Food,Japan,8150000000.0
Food,USA,7250000000.0
Food,USA,12610000000.0
Food,USA,19280000000.0
Food,UK,2760000000.0
Food,Switzerland,26640000000.0
Food,Canada,2020000000.0
Food,Netherlands,3250000000.0
Food,Switzerland,7790000000.0
Food,Philippines,3620000000.0
Food,Indonesia,3410000000.0
Food,USA,7220000000.0
Food,USA,2030000000.0
Food,USA,1360000000.0
Food,Singapore,13350000000.0
Food,Philippines,4870000000.0
Technology,Switzerland,28010000000.0
Technology,Germany,1190000000.0
Technology,France,2770000000.0
Technology,USA,8060000000.0
Technology,Isle of Man,6520000000.0
Technology,Germany,1060000000.0
Technology,USA,84990000000.0
Technology,Japan,3550000000.0
Technology,USA,69660000000.0
Technology,USA,173890000000.0
Technology,Netherlands,13920000000.0
Technology,USA,5260000000.0
Technology,India,2980000000.0
Technology,Spain,26460000000.0
Technology,Japan,119300000000.0
Technology,USA,125470000000.0
Technology,USA,56940000000.0
Technology,USA,17780000000.0
Technology,USA,380000000.0
Technology,Germany,7350000000.0
Technology,China,4650000000.0
Technology,USA,57340000000.0
Technology,USA,7260000000.0
Technology,Sweden,3210000000.0
Technology,USA,27070000000.0
Technology,USA,15780000.0
Technology,USA,92060000000.0
Technology,Ireland,2530000000.0
Technology,Austria,770000000.0
Technology,USA,90160000000.0
Technology,USA,28300000000.0
Technology,Netherlands,3250000000.0
Technology,USA,50690000000.0
Technology,USA,50700000000.0
Technology,USA,34190000000.0
Technology,USA,72290000000.0
Technology,China,160870000000.0
Technology,USA,272110000000.0
Technology,USA,49290000000.0
Technology,USA,16280000000.0
Technology,USA,21010000000.0
Technology,Singapore,13350000000.0
Technology,USA,14870000000.0
Technology,UK,1810000000.0
Technology,India,6780000000.0
Technology,India,5780000000.0
Technology,Canada,90100000000.0
Technology,UK,4910000000.0
Technology,Hong Kong,5570000000.0
Technology,USA,26850000000.0
Technology,USA,25140000000.0
Technology,UK,14700000000.0
Technology,Australia,55660000000.0
Technology,China,4980000000.0
Technology,USA,11880000000.0
Technology,Germany,3930000000.0
Technology,Japan,102700000000.0
Technology,Japan,12330000000.0
Technology,Japan,8770000000.0
Technology,USA,14880000000.0
Technology,USA,83370000000.0
Technology,USA,15850000000.0
Technology,Finland,1020000000.0
Technology,USA,16290000000.0
Technology,Switzerland,2760000000.0
Technology,Sweden,60200000000.0
Technology,USA,20020000000.0
Technology,Germany,1690000000.0
Technology,USA,10750000000.0
Technology,USA,18950000000.0
Technology,UK,1010000000.0
Technology,Japan,2820000000.0
Technology,USA,11070000000.0
Technology,USA,26440000000.0
Technology,USA,830000000.0
Technology,Israel,14700000000.0
Technology,USA,130000000.0
Technology,USA,74740000000.0
Technology,Indonesia,5440000000.0
Technology,USA,9760000000.0
Technology,Kazakhstan,42840000000.0
Technology,Japan,7100000000.0
Technology,China,140000000.0
Technology,USA,2920000000.0
Technology,Switzerland,4830000000.0
Technology,USA,34560000000.0
Technology,Japan,13320000000.0
Technology,USA,1030000000.0
Technology,USA,60750000000.0
Technology,Switzerland,13440000000.0
Technology,USA,12090000000.0
Technology,Japan,58950000000.0
Technology,USA,17540000000.0
Technology,Isle of Man,1700000000.0
Technology,USA,21520000000.0
Technology,USA,12210000000.0
Technology,China,4370000000.0
Technology,USA,3540000000.0
Technology,USA,18030000000.0
Pharmaceuticals,Belgium,1360000000.0
Pharmaceuticals,Ireland,70000.0
Pharmaceuticals,France,630000000.0
Pharmaceuticals,Ireland,6890000000.0
Pharmaceuticals,Denmark,3930000000.0
Pharmaceuticals,Japan,2760000000.0
Pharmaceuticals,UK,4520000.0
Pharmaceuticals,India,2330000000.0
Pharmaceuticals,India,920000000.0
Pharmaceuticals,USA,100000000.0
Pharmaceuticals,France,1200000000.0
Pharmaceuticals,China,5460000000.0
Pharmaceuticals,USA,12090000000.0
Pharmaceuticals,Ireland,4170000000.0
Pharmaceuticals,Germany,1450000000.0
Pharmaceuticals,Japan,1900000000.0
Pharmaceuticals,Japan,680000000.0
Pharmaceuticals,Denmark,19310000000.0
Pharmaceuticals,China,1510000000.0
Pharmaceuticals,USA,18770000000.0
Pharmaceuticals,Spain,4480000000.0
Pharmaceuticals,USA,600000000.0
Pharmaceuticals,Hong Kong,3050000000.0
Pharmaceuticals,USA,150000000.0
Pharmaceuticals,Switzerland,6610000000.0
Pharmaceuticals,India,440000000.0
Pharmaceuticals,Spain,1830000000.0
Pharmaceuticals,Sweden,7880000000.0
Pharmaceuticals,India,360000000.0
Pharmaceuticals,USA,10000000000.0
Pharmaceuticals,Spain,1040000000.0
Pharmaceuticals,India,91150000.0
Pharmaceuticals,USA,1920000000.0
Pharmaceuticals,Canada,1470000000.0
Pharmaceuticals,India,1020000000.0
Pharmaceuticals,Israel,1580000000.0
Pharmaceuticals,India,550000000.0
Pharmaceuticals,India,870000000.0
Pharmaceuticals,USA,2020000000.0
Pharmaceuticals,USA,13540000000.0
Pharmaceuticals,Denmark,1670000000.0
Pharmaceuticals,Belgium,2060000000.0
Pharmaceuticals,USA,3860000000.0
Pharmaceuticals,USA,6910000000.0
Pharmaceuticals,USA,2260000000.0
Pharmaceuticals,India,290000000.0
Pharmaceuticals,Switzerland,1010000000.0
Pharmaceuticals,USA,11530000000.0
Pharmaceuticals,USA,2790000000.0
Pharmaceuticals,USA,11180000000.0
Pharmaceuticals,USA,16530000.0
Pharmaceuticals,Iceland,3420000000.0
Pharmaceuticals,Germany,650000000.0
Pharmaceuticals,UK,9000000000.0
Pharmaceuticals,Netherlands,22930000000.0
