,Gene_10,Gene_5,Gene_46,Gene_23,Gene_13,Gene_42,Gene_22,Gene_20,Gene_11,Gene_30,Gene_37,Gene_35,Gene_33,Gene_36,Gene_44,Gene_17,Gene_15,Gene_21,Gene_41,Gene_6,Gene_7,Gene_39,Gene_29,Gene_25,Gene_32,Gene_38,Gene_18,Gene_34,Gene_28,Gene_48,Gene_3,Gene_49,Gene_4,Gene_14,Gene_8,Gene_40,Gene_1,Gene_27,Gene_2,Gene_45,Gene_19,Gene_43,Gene_50,Gene_12,Gene_31,Gene_9,Gene_47,Gene_16,Gene_24,Gene_26
a1007,-0.0030249480580845168,-0.003179640529895075,-0.0005646048209019942,-0.0009825933636323603,0.003182829639881829,0.0014765922409712643,-0.0032896742411310056,0.00333183702201037,-0.0011316019048045176,0.006437047176169011,-0.001851054463388002,-0.0009951825318156656,0.0009583925704769892,0.0005358505496436314,-7.396348229147252e-05,0.0013456809980880134,-0.00010781568056512794,-0.0043068379113315024,-0.0003817583504010847,1.1448404952308343e-05,-0.0018032741462830032,-0.0026825545962740464,-0.00019564905430253187,0.0018195887491084502,0.003217351983952882,6.189614952403864e-08,-0.0018505829823083904,-0.002000045258075264,-0.0007742065726428085,-0.004197932642711293,0.00013083844405647484,-0.00148463084520276,0.001727602622487892,-2.2099397838771725e-05,-0.006481607882811781,-9.675293400967762e-05,4.759293419229302e-06,0.0008932937034055225,9.049644170736472e-05,0.00481826112172308,-0.0011034287876347374,-0.0002657816668780431,0.0028176134264684682,-0.0006012149501750299,-8.733275181609649e-07,-0.00012983871801748072,-0.0008350092219556755,-0.001187145367316034,0.00291825516575367,-0.001087360169304105
a1008,0.0001852701836457429,-0.00011541699296498099,4.668136497483716e-06,-0.003455895761664147,0.0010363010576966351,0.001317930266206138,-5.95769426996269e-05,-0.0008542117090907329,0.00010742078355742337,-0.0005948262091378469,-0.0008175411769160731,-0.0008332488763028159,-0.0031977240410180864,0.0008009494904409309,-5.927794813272841e-06,-0.0011716108326409167,-0.0006455974632502302,0.00026607075438384075,-0.0037769559456086606,5.073564265949311e-05,-0.0017546043965290495,-0.0006375507808271115,2.4863583707792898e-05,0.00263530319165835,-0.0002897667870633085,5.364602748018509e-05,2.858258057930488e-05,-0.004991328391757468,-0.00021614828428403034,-9.396755855385782e-05,0.00022444898547070084,-0.008863725647286281,0.0009113533165076358,0.00024806317718290916,0.0017785086512242974,-2.0661398585571257e-07,-3.7247119270264256e-08,-3.1491678516525545e-05,0.0017212623638287903,4.905071922712992e-06,0.003003956290188089,1.2676471277624007e-06,0.0005732972051742859,-0.005950644131868552,4.3179424885560506e-07,0.002414773539336737,1.937220014128552e-05,0.0005311849331603798,-0.00018946439557102437,-0.00012931416136295225
a1009,0.005469834955125902,-5.1173538287937505e-06,-0.00038806490966802106,-3.6044796875376066e-05,-9.595518487756031e-05,-0.00014202759432694907,0.0056574785201671095,0.006899605334819847,0.0014789708145232323,0.001837801402591827,-0.001805455578195665,-0.00261924900076135,-0.0038228093571351218,6.740266623221224e-05,-0.00021933299425295322,-0.006975141220867264,-0.0018638428593714383,-8.075404278617385e-05,-0.00024972312597857814,0.002069968506594652,6.9077449957969934e-06,-0.001906128062728698,1.7315325202862638e-06,-0.0012442962711151865,-0.0006635951099323834,0.0012413399952662767,-0.006712128972539979,6.739855257379475e-08,-5.120625219002606e-06,2.2440928359110488e-05,0.0005945940525095596,-0.0016401196553775567,-0.0011157158598075595,0.00018808671455944966,-0.0016463483879331493,-0.0018231862545556778,0.0010155511725984455,-0.0002311700233780143,0.000606964731345752,-9.212147399444755e-05,0.0017588470911723908,0.0006759031615227772,0.00041582348674819997,-0.0008914677156324161,-0.004215967631388053,-0.0013904055803614685,-0.0015230944157302042,0.0025612716420400587,-0.0025388069736530343,-2.2883704332414133e-05
a101,-0.0035585955574439568,0.0001012735903684215,-0.003877290834213154,0.0015096246318616734,-0.003044879316199484,0.0016876531312116673,-0.00047560996066284755,0.002577830997714959,-0.0010234882914304357,-0.004781313527719282,-0.001262207855845163,-0.0010924585366395658,0.00018994059525064694,-0.0007949832534099761,7.828846743516298e-05,1.685885108668444e-05,0.0022056239593420974,0.000128521621168855,-0.0013321270026846513,-0.000936541176440557,0.0010417462683466423,-8.712717730327557e-05,0.004740804149215754,-0.0003054835495711007,-0.001747342795410532,7.00528015241007e-05,0.0006362270348918317,-6.913665018404671e-05,0.0011187555752858883,-0.0032352578035082695,0.0050260207903260815,-0.00028609567401849303,0.004783646347331579,-0.000963377956050589,-0.00016484309982555778,-0.0008540223101223821,-0.0005589855416241437,-0.0023239557383152873,-2.7270408752464413e-05,0.0006557786619533425,-0.001019255590424332,0.0009901294024691524,0.0007092549334394402,0.0005785014619209554,-0.0015449511953978374,-0.003942695257236123,-0.0028106618257555936,-9.68104394721283e-07,8.106383214967245e-05,1.988601495697196e-05
a1010,-0.004548737009943353,-0.0008354486481265185,-0.004166407698995853,-0.002909872896919993,0.00013711469868073222,-0.002420629887679885,-0.00021435591538350907,0.0010700076543853705,-0.008262274889758158,0.004940605754116012,0.012604464323323638,4.278714787693137e-05,-0.00038281400955820534,0.001266894510638902,0.000692781067734234,-1.0324911684946915e-05,-0.00047631258464276606,-0.0049123049179798615,0.0010645692048311278,-4.425922061195757e-05,-0.0005212505202619954,0.0043770001462772445,-0.003648805353214742,-0.0008666382414428291,0.00015350822577719588,0.007867055441828094,-0.001670537983103426,-0.0006796265134506171,-0.005630837276608369,9.814487333591887e-05,-0.0018428797447279511,-2.9491169695442573e-05,0.0010891937813335478,-0.00011128587924539397,-0.0019776940520376666,-0.003118234732135793,-0.0012088921145771642,-0.00010802303863595105,1.4402010977590475e-05,-0.0002019587470672502,-0.000422152468921376,0.0014623507648811726,1.9632300872817984e-05,0.0015732398296325698,0.00023649459656605054,-0.002785396635533975,0.0018291288851278531,-4.9986583278670824e-06,-0.0024110693731114793,2.254970496243019e-05
a1011,-4.193046931288654e-07,-0.0015666687309290029,0.00011453433093133259,-0.0032104834176858743,-0.0011984390847479013,-0.00023954349790152995,0.0028453185824930255,-0.0010842530850718448,-0.0004168616230476761,-0.003211375289511748,-0.0024696327760580197,-2.0358356851684484e-06,-8.170694979964038e-07,-0.00016199447717195857,0.00408811638945326,-0.003160295954142475,-0.0007659138435612994,-0.0027065626296861357,-9.19179420483863e-05,0.0036312794935732216,0.0025002862507442335,0.0012302533185621217,-0.003686354197456748,-0.00012682550668671418,2.594512110832008e-05,0.0012839515854333045,-0.0008718203278572901,6.445011478752971e-05,-0.00010979675051265864,0.0007180008698742905,0.0021171440730836924,-4.265233884529862e-05,0.0039641928483795585,-0.0026417047884470597,-0.0034032434344732384,0.0026676538220365515,-0.005076742577156483,0.0008061020915447613,0.004619027014834857,9.273453421308113e-06,-0.0017098014471635084,-0.00306148430126755,-0.0008476961918148103,-4.453535795890287e-07,-0.00030262772745500745,-0.002198031661027107,0.00038033275146379976,-0.0032014424739653167,0.0034797133193379213,-0.00013779206800073425
a1012,-0.00045090239632421866,-6.010918263413137e-05,-0.0009944547662865465,-0.0007624243309552691,-0.00042525795010371105,-0.003233360276464139,0.005030819758146654,-0.0004539558064445238,-0.003529211497093429,-0.0007433073243686898,-0.003162156851390458,3.74398225697197e-05,0.0014915914842637355,0.00021820356004936012,-0.0003607333783166892,0.0011167380989421521,0.0008723417370083072,2.1454272328799066e-06,-0.0022040177454895073,-0.005753666633094005,4.4987792469193804e-05,-2.6102501627077253e-09,-0.0002522003803889232,0.0019724802934479113,0.0022131891769817304,-0.0002065271079856291,-0.007551028248448752,-0.001716260175288073,-5.715107912651835e-05,-0.00221149718203494,-0.0004410737624349157,0.003504034462465217,0.00040671740944155576,-0.00018899204776398225,0.00020898602161834902,-0.0009279282158217062,0.0002682035675140989,-0.0012117509715323014,-0.0048247135515574364,-0.0017960166735917736,9.975610502130415e-06,-0.00039983731109584754,0.001258984303005777,-0.0007167019112558535,-0.0010876771775348887,0.013003877692901712,-0.0002743130767478216,0.0013248671257073468,0.0005978063082715365,0.001374915787157001
a1013,2.0767117886235807e-05,0.0015151935679395961,-0.0006199397766663418,0.0014485144847953754,-0.001104049450759008,3.513747028972147e-06,-5.3376595639010064e-06,-0.0027199220039809627,0.00043118459331264276,-0.0010567405758005887,-0.0020183994916250806,0.0002100266633282466,-0.007836825940337829,0.00023855597140271965,-0.00039207469853013354,-0.003883274809898201,0.00028165459565980154,0.0005719254167326805,0.0040421187622299015,0.0016187976183315179,-0.00018536295559052653,-0.0005624549746667492,-0.0005470888033409557,-0.003272403176030509,-0.0005463074702033947,-2.2090307767304806e-05,5.349031417038947e-05,6.445571490993555e-05,2.061699274137456e-05,-0.001936757211225317,-0.007607524126982538,-0.0005821422710328115,-0.00018637580043670077,-0.00022121833897642898,-0.0016037291136709701,-0.00147646222874977,-0.00032354700001828744,-0.0020088978478083708,0.010816163100506768,-0.004018747257991297,0.0009471307055014476,-0.003181972417852748,0.002128057224675319,0.00011542215543729824,-2.043038040706321e-06,0.00042742638237222835,1.9674257646463858e-05,0.005390743531546302,0.0012902506053562622,-2.5613397324578146e-06
a1014,-8.572128896945554e-05,-0.0012262488807674118,-0.0008143410696434508,-0.0022473727422591344,-0.004048318454328995,4.890464306859848e-07,-0.004100799762513874,0.002978425353699933,-0.0011557683680173112,0.005598750418723937,0.0038574870551056862,0.0032372395446300167,-0.0001302704663041828,-0.004535225510512125,-0.00017476917127390973,-0.0005185518761379234,0.0017545074136486628,-0.004361085895892276,0.0005431032011301551,3.7092585763285496e-07,0.005794381688227721,-0.0027300938417651067,-2.544329472696597e-06,-0.001856647535884722,0.00016792654951110252,-0.0005815583313872235,2.077198942845664e-05,0.003574314570875884,0.0022973270298090034,0.00033585164306272446,-0.0002563136205344673,-2.4219406261367666e-05,-0.0004927524727978846,3.1253889320517747e-06,0.00011872175754282037,0.0005124063238103717,-0.002794121166217526,-0.0030977123583329712,-0.000284594116456461,-0.0022615333970160303,2.282364869327395e-06,4.235158056845121e-06,-0.001109239737595468,7.433810801403431e-05,0.0002404690751298393,-0.00040456335910751037,-4.8422966342067135e-05,0.0010297992770555296,-0.004312443034093274,-0.0002915674877630207
a1015,0.0002478667067935484,0.0015614308404337425,-3.271639515633378e-05,-0.0015251100244964085,-0.0008025091904313463,-0.003079906794556635,-8.499544341006705e-06,-0.004002917337349541,-7.492058663167772e-05,-0.0020786353673457273,-0.0008927432072126352,7.50190330378079e-05,0.004524408730273781,-0.0012288885725025502,-0.00018299146692167946,-0.0007154685859431698,0.00180958027917838,7.649786772546486e-05,-0.0016982252528641609,-0.0001781215169322939,-0.0005149398629451783,0.004718328749685193,0.0010543130167798235,-0.0018319341909990112,-0.0023013276318316627,3.2292342153336976e-06,-0.00033165139032406373,-0.00485801623596289,-0.0011382299557522548,-0.00010369422639453646,-0.0007252617071645566,0.004183562941476822,-0.0011896421274444858,-0.0012013256044131194,0.00048031965033944104,5.75358071481022e-07,0.0003689636995945116,-0.003211626190166228,0.0017268056136587667,0.00122911853020383,0.0009678681509294935,-0.003613400033349798,0.0002469509622668167,-0.0011284551602285435,-0.0004481510847971588,1.3516915053734591e-05,-0.003860528511799692,0.007630606810509727,0.006817071864683997,-0.003137915984913167
a1016,-1.8276177827048292e-05,-0.00033025997965548657,1.1799781993605666e-06,0.0016037475330343597,-0.0032318634220991206,0.001544894947664935,1.6598660975592665e-05,2.5810459843448393e-07,-0.0042449008447004565,-0.001028392815444722,3.7708313140908615e-06,0.0008962743861594819,-0.002600178932038716,0.001207773272691508,0.0010129206828135922,-0.0005669477842719351,-0.0034264403844889955,1.5309570786117168e-08,-0.0025937151098775943,-0.004015212701978527,-0.00011293743418476975,-0.0003333664981115764,0.00014991843472266777,-0.00022746299637767579,-0.0005948736450876605,-0.000534645181925573,-0.006299958547504869,0.004471784404730648,0.0026252020677588073,-0.000953809811216929,-0.0008576012561067629,-5.205056766888368e-05,-0.00045208585368846895,-0.003799428659756489,0.00016448639092167777,-0.00022283474252287965,0.00011860660236608458,-0.0015480248877692082,2.8761641725927746e-06,-0.0033489833583402015,0.0014798619797481045,0.011876023141975769,-0.004781492630368722,-0.0017552314804264598,-0.0001647322556043644,-5.269891493125489e-06,-0.0013166235344674736,0.0010453966923130633,0.0032465568735293568,0.006425462774814305
a1017,-0.00015289254681131754,-0.0005794880160397424,-7.404231383519998e-05,-0.001472361362457317,-0.00026097574500080875,-0.0012905248523711415,-3.122902322627802e-05,-0.0018991537345434831,9.008280495071633e-05,1.088048696085359e-05,0.0047800267737608225,0.007099721273054006,-0.005792230914556432,-0.002232520761342259,-0.0004572506684288936,-8.345263675981618e-07,-0.0027558869915115017,-1.596155564200267e-05,-0.00020094003845685438,-3.942456852177586e-08,0.0013569860174313247,0.0007806324342255005,-0.0016089493475857012,-0.0007379315073637789,0.005688982266379785,0.0019097497945143463,3.2453185443561544e-05,-0.0018755758848167138,-6.412592985904832e-05,9.056610580709403e-05,-0.0039880435007545855,-0.0021407200100617926,-0.0028105477291747462,0.001091800521712389,0.0031805578407657084,-9.415056281444076e-05,1.106386558066022e-05,0.0015180780209838058,-0.006959558918232328,-0.0020444202453595477,-0.00033107250061678866,-0.0037185583514585405,-6.585051553640632e-05,-2.1516146885152115e-05,0.004263218595854506,-0.0014408058091999036,5.495824108532447e-06,-0.00024144659385790142,0.0005570390277339029,0.0020915789863142588
a1018,-0.001110759620516578,-0.0013467388929503561,0.00441291714262285,-0.0001403030705775972,-0.002840100729667932,0.002291246935718085,-0.00012387750301021583,0.00011765762803411469,-5.0329113939402074e-05,-1.1696293439823118e-06,-0.004913155024639845,0.0011897950393445428,1.6465257337889996e-06,-0.001799950010637169,-0.00098603190779149,-0.0030340808607153087,0.0004713339330953844,0.00011702883329078005,-0.00620285642515146,0.005983471043958194,-0.002246100576675903,0.004124339793782564,-0.0003999326226953011,-0.0018689924743046514,0.002185955048055641,-0.0005406843863465073,-0.0030667296841357904,0.001973317596360228,-0.0003549918793188736,-0.0004914543284092812,0.00029758764665666114,-1.6279472839588106e-07,-0.001151681615810217,0.0006899368344735206,9.148162454359287e-05,-0.002478519679566891,-0.00020495041703483046,-0.006288212256980718,0.0003678839112129912,0.0007038553461700841,-0.0001449630275346574,-0.0017755138663104538,8.175381886373068e-05,-0.0013823366625849297,-0.00017323569035268506,0.007203903771713864,0.00023959114993339094,-7.053997273866565e-05,-0.00035641225203456397,0.0001773784433204337
a1019,0.0055584628503416444,0.00025702972313173026,-0.000965392330879505,-0.002146539248863277,-0.0036071580683655615,9.458657151142891e-05,0.0035170691054794,-0.002918021453403223,0.0005488480859491495,-3.564974031237348e-05,-7.218595683106897e-07,-0.004243177714922762,-0.00011312564749962331,8.6774945339894e-05,0.012787097210321504,6.015373388444222e-05,0.00031601645373354435,-0.008671605147321975,-0.0017088593643028453,1.9446903246549607e-05,0.000339595687025648,0.0023828704652724547,0.0025541393490837935,0.010662890543914358,-0.000740249723926657,-0.0036008567111846484,4.360524676457237e-05,-0.0012903165647066934,-0.001848082390929204,-3.04604717880528e-06,-0.0011225816979206107,-5.617583149017185e-05,-0.00407455986282234,8.401315674383143e-05,7.773898879212516e-05,-0.0018509135538246372,0.0009829395310591484,-0.003395183932654351,-0.0003750846237816161,-0.005053435066872634,0.00018473809824729706,0.004285706037008175,-0.002358822307384971,-0.0018907033569882212,-0.0014704462546037043,-0.0012834085121247573,0.0009246860685619743,-0.0045523584823211755,5.612587881099118e-05,-0.009047431439225128
a102,-0.0002058159976567229,-0.0008035185288297643,0.004069091724666783,-0.004423196824666705,9.691257251889915e-07,1.4259861890425106e-05,-5.028246606144922e-06,0.001144908009999012,0.003608149644684886,0.0008708554357446073,-0.0036032346557401933,0.0002559863768156409,-0.0014439370638131515,0.0015700641133012143,-0.0051675080516885435,-0.0009640972640802942,0.002585249794659024,-0.005822551957019363,-0.003015877402806691,-0.00034171974136624106,-0.00025358215502509565,-0.00336139791582136,-0.0009051798079049585,0.00011589804998139025,-0.0010769570808946728,-0.002046711953723405,-0.003092962902600467,-0.00021172449754568536,-0.0022017847069000507,-0.0009619807957365984,-0.001134979697137016,0.014121240772394421,-0.0002560299479620735,0.00331193786344055,-0.005349120665718365,-0.00015868695772614958,-0.0007575450567750071,-1.3305380320414344e-06,0.0020026044400713013,-0.001991088766923395,-0.0054085696367979445,0.002188518435864612,-0.0005819793282005755,0.000194463993675877,-0.004685007791859274,1.4441789662118538e-05,-3.965894167255599e-06,0.004057449883518904,0.0016855265219593574,0.0016717951781803986
