,Gene_45,Gene_44,Gene_22,Gene_15,Gene_36,Gene_21,Gene_43,Gene_11,Gene_9,Gene_50,Gene_13,Gene_31,Gene_28,Gene_12,Gene_30,Gene_24,Gene_32,Gene_38,Gene_2,Gene_33,Gene_7,Gene_23,Gene_19,Gene_26,Gene_39
a1007,0.00481826112172308,-7.396348229147252e-05,-0.0032896742411310056,-0.00010781568056512794,0.0005358505496436314,-0.0043068379113315024,-0.0002657816668780431,-0.0011316019048045176,-0.00012983871801748072,0.0028176134264684682,0.003182829639881829,-8.733275181609649e-07,-0.0007742065726428085,-0.0006012149501750299,0.006437047176169011,0.00291825516575367,0.003217351983952882,6.189614952403864e-08,9.049644170736472e-05,0.0009583925704769892,-0.0018032741462830032,-0.0009825933636323603,-0.0011034287876347374,-0.001087360169304105,-0.0026825545962740464
a1008,4.905071922712992e-06,-5.927794813272841e-06,-5.95769426996269e-05,-0.0006455974632502302,0.0008009494904409309,0.00026607075438384075,1.2676471277624007e-06,0.00010742078355742337,0.002414773539336737,0.0005732972051742859,0.0010363010576966351,4.3179424885560506e-07,-0.00021614828428403034,-0.005950644131868552,-0.0005948262091378469,-0.00018946439557102437,-0.0002897667870633085,5.364602748018509e-05,0.0017212623638287903,-0.0031977240410180864,-0.0017546043965290495,-0.003455895761664147,0.003003956290188089,-0.00012931416136295225,-0.0006375507808271115
a1009,-9.212147399444755e-05,-0.00021933299425295322,0.0056574785201671095,-0.0018638428593714383,6.740266623221224e-05,-8.075404278617385e-05,0.0006759031615227772,0.0014789708145232323,-0.0013904055803614685,0.00041582348674819997,-9.595518487756031e-05,-0.004215967631388053,-5.120625219002606e-06,-0.0008914677156324161,0.001837801402591827,-0.0025388069736530343,-0.0006635951099323834,0.0012413399952662767,0.000606964731345752,-0.0038228093571351218,6.9077449957969934e-06,-3.6044796875376066e-05,0.0017588470911723908,-2.2883704332414133e-05,-0.001906128062728698
a101,0.0006557786619533425,7.828846743516298e-05,-0.00047560996066284755,0.0022056239593420974,-0.0007949832534099761,0.000128521621168855,0.0009901294024691524,-0.0010234882914304357,-0.003942695257236123,0.0007092549334394402,-0.003044879316199484,-0.0015449511953978374,0.0011187555752858883,0.0005785014619209554,-0.004781313527719282,8.106383214967245e-05,-0.001747342795410532,7.00528015241007e-05,-2.7270408752464413e-05,0.00018994059525064694,0.0010417462683466423,0.0015096246318616734,-0.001019255590424332,1.988601495697196e-05,-8.712717730327557e-05
a1010,-0.0002019587470672502,0.000692781067734234,-0.00021435591538350907,-0.00047631258464276606,0.001266894510638902,-0.0049123049179798615,0.0014623507648811726,-0.008262274889758158,-0.002785396635533975,1.9632300872817984e-05,0.00013711469868073222,0.00023649459656605054,-0.005630837276608369,0.0015732398296325698,0.004940605754116012,-0.0024110693731114793,0.00015350822577719588,0.007867055441828094,1.4402010977590475e-05,-0.00038281400955820534,-0.0005212505202619954,-0.002909872896919993,-0.000422152468921376,2.254970496243019e-05,0.0043770001462772445
a1011,9.273453421308113e-06,0.00408811638945326,0.0028453185824930255,-0.0007659138435612994,-0.00016199447717195857,-0.0027065626296861357,-0.00306148430126755,-0.0004168616230476761,-0.002198031661027107,-0.0008476961918148103,-0.0011984390847479013,-0.00030262772745500745,-0.00010979675051265864,-4.453535795890287e-07,-0.003211375289511748,0.0034797133193379213,2.594512110832008e-05,0.0012839515854333045,0.004619027014834857,-8.170694979964038e-07,0.0025002862507442335,-0.0032104834176858743,-0.0017098014471635084,-0.00013779206800073425,0.0012302533185621217
a1012,-0.0017960166735917736,-0.0003607333783166892,0.005030819758146654,0.0008723417370083072,0.00021820356004936012,2.1454272328799066e-06,-0.00039983731109584754,-0.003529211497093429,0.013003877692901712,0.001258984303005777,-0.00042525795010371105,-0.0010876771775348887,-5.715107912651835e-05,-0.0007167019112558535,-0.0007433073243686898,0.0005978063082715365,0.0022131891769817304,-0.0002065271079856291,-0.0048247135515574364,0.0014915914842637355,4.4987792469193804e-05,-0.0007624243309552691,9.975610502130415e-06,0.001374915787157001,-2.6102501627077253e-09
a1013,-0.004018747257991297,-0.00039207469853013354,-5.3376595639010064e-06,0.00028165459565980154,0.00023855597140271965,0.0005719254167326805,-0.003181972417852748,0.00043118459331264276,0.00042742638237222835,0.002128057224675319,-0.001104049450759008,-2.043038040706321e-06,2.061699274137456e-05,0.00011542215543729824,-0.0010567405758005887,0.0012902506053562622,-0.0005463074702033947,-2.2090307767304806e-05,0.010816163100506768,-0.007836825940337829,-0.00018536295559052653,0.0014485144847953754,0.0009471307055014476,-2.5613397324578146e-06,-0.0005624549746667492
a1014,-0.0022615333970160303,-0.00017476917127390973,-0.004100799762513874,0.0017545074136486628,-0.004535225510512125,-0.004361085895892276,4.235158056845121e-06,-0.0011557683680173112,-0.00040456335910751037,-0.001109239737595468,-0.004048318454328995,0.0002404690751298393,0.0022973270298090034,7.433810801403431e-05,0.005598750418723937,-0.004312443034093274,0.00016792654951110252,-0.0005815583313872235,-0.000284594116456461,-0.0001302704663041828,0.005794381688227721,-0.0022473727422591344,2.282364869327395e-06,-0.0002915674877630207,-0.0027300938417651067
a1015,0.00122911853020383,-0.00018299146692167946,-8.499544341006705e-06,0.00180958027917838,-0.0012288885725025502,7.649786772546486e-05,-0.003613400033349798,-7.492058663167772e-05,1.3516915053734591e-05,0.0002469509622668167,-0.0008025091904313463,-0.0004481510847971588,-0.0011382299557522548,-0.0011284551602285435,-0.0020786353673457273,0.006817071864683997,-0.0023013276318316627,3.2292342153336976e-06,0.0017268056136587667,0.004524408730273781,-0.0005149398629451783,-0.0015251100244964085,0.0009678681509294935,-0.003137915984913167,0.004718328749685193
a1016,-0.0033489833583402015,0.0010129206828135922,1.6598660975592665e-05,-0.0034264403844889955,0.001207773272691508,1.5309570786117168e-08,0.011876023141975769,-0.0042449008447004565,-5.269891493125489e-06,-0.004781492630368722,-0.0032318634220991206,-0.0001647322556043644,0.0026252020677588073,-0.0017552314804264598,-0.001028392815444722,0.0032465568735293568,-0.0005948736450876605,-0.000534645181925573,2.8761641725927746e-06,-0.002600178932038716,-0.00011293743418476975,0.0016037475330343597,0.0014798619797481045,0.006425462774814305,-0.0003333664981115764
a1017,-0.0020444202453595477,-0.0004572506684288936,-3.122902322627802e-05,-0.0027558869915115017,-0.002232520761342259,-1.596155564200267e-05,-0.0037185583514585405,9.008280495071633e-05,-0.0014408058091999036,-6.585051553640632e-05,-0.00026097574500080875,0.004263218595854506,-6.412592985904832e-05,-2.1516146885152115e-05,1.088048696085359e-05,0.0005570390277339029,0.005688982266379785,0.0019097497945143463,-0.006959558918232328,-0.005792230914556432,0.0013569860174313247,-0.001472361362457317,-0.00033107250061678866,0.0020915789863142588,0.0007806324342255005
a1018,0.0007038553461700841,-0.00098603190779149,-0.00012387750301021583,0.0004713339330953844,-0.001799950010637169,0.00011702883329078005,-0.0017755138663104538,-5.0329113939402074e-05,0.007203903771713864,8.175381886373068e-05,-0.002840100729667932,-0.00017323569035268506,-0.0003549918793188736,-0.0013823366625849297,-1.1696293439823118e-06,-0.00035641225203456397,0.002185955048055641,-0.0005406843863465073,0.0003678839112129912,1.6465257337889996e-06,-0.002246100576675903,-0.0001403030705775972,-0.0001449630275346574,0.0001773784433204337,0.004124339793782564
a1019,-0.005053435066872634,0.012787097210321504,0.0035170691054794,0.00031601645373354435,8.6774945339894e-05,-0.008671605147321975,0.004285706037008175,0.0005488480859491495,-0.0012834085121247573,-0.002358822307384971,-0.0036071580683655615,-0.0014704462546037043,-0.001848082390929204,-0.0018907033569882212,-3.564974031237348e-05,5.612587881099118e-05,-0.000740249723926657,-0.0036008567111846484,-0.0003750846237816161,-0.00011312564749962331,0.000339595687025648,-0.002146539248863277,0.00018473809824729706,-0.009047431439225128,0.0023828704652724547
a102,-0.001991088766923395,-0.0051675080516885435,-5.028246606144922e-06,0.002585249794659024,0.0015700641133012143,-0.005822551957019363,0.002188518435864612,0.003608149644684886,1.4441789662118538e-05,-0.0005819793282005755,9.691257251889915e-07,-0.004685007791859274,-0.0022017847069000507,0.000194463993675877,0.0008708554357446073,0.0016855265219593574,-0.0010769570808946728,-0.002046711953723405,0.0020026044400713013,-0.0014439370638131515,-0.00025358215502509565,-0.004423196824666705,-0.0054085696367979445,0.0016717951781803986,-0.00336139791582136
a1020,0.0012529757443591255,-0.0041756752185155765,-0.00018190192397183214,-2.9811616545757187e-05,-0.000508974005691781,-0.0011195703125603503,-0.0013145896682109355,0.0032296070175727096,8.223240331724658e-05,-0.003983651043974044,-0.004579279278615052,0.00029878325010713287,0.0037122503533020728,0.0016066091580613645,0.000123586621570406,-7.907896984158812e-05,0.00012711039247257066,-0.003666620387091218,-0.0004199291050306598,5.404199344944381e-05,-0.0031023780709277735,-0.0018422601053950296,0.0006601939754096145,-0.00034609520259588585,-0.003993175408192138
a1021,-0.002020320588325304,-0.0006478587776575719,0.00023809922282447618,6.421213867941454e-05,-0.002849035657381355,0.0003286943626797409,-0.0023875105838991307,-0.000390266270664635,0.0017936251786866758,0.003274478373654071,0.0001647544986709418,-0.005078511085669507,0.0007093986531947578,-0.002847375756077338,0.0006154357511174266,-0.00016412685306615776,0.004703105214369117,-0.0018610269351918146,-0.0003100589927430243,-0.0008820230920053317,0.002182864374385294,-0.0006986535021930662,-0.0009506456793344957,-2.707880172652798e-05,-0.0041892750712555545
a1022,-0.005406193104099951,-0.0031364672302610966,-0.00016519090453690367,-0.0005632034892693767,-0.002372121884950681,-8.557290482769965e-05,-1.3005517417422074e-05,0.000755123386046525,-5.24773622888119e-07,0.001847528901063422,0.0011770273158269815,0.0024341374128632933,-0.003269925908114317,0.0014625832804197507,-0.0022077049638883355,0.004834148374512234,0.0011021180088487716,-3.2279555115374207e-06,-0.0009119735843267193,0.009433807608616476,6.67379004999889e-05,7.130776535766792e-05,0.0018859030803455154,-0.003028162762962844,0.0008958900396140077
a1023,0.0018946126467038584,0.00013202730699428834,-5.697065362975768e-05,1.321757736640522e-05,-0.0026127182086697967,-0.0006559866859017702,0.00259638016799879,-0.0007406450091057772,-0.0006530668120740364,-0.002577234724991503,0.0022222509982934057,-0.0018571313758854262,-2.3965456812232496e-05,7.265047981202215e-07,-4.524900093812493e-05,-0.0011527581894516603,-7.297633154743164e-05,0.013781343854021048,-0.0010242632135652112,0.0012480113433570158,0.00031014667027864625,-0.0036366467928825312,0.0022048810919263716,-4.944786285788821e-05,-0.0016063214112130328
a1024,0.0024778094490519294,7.870849262815683e-05,-0.00027986343134361576,-0.00039024563288435126,-0.0014623642843504064,0.0005538145829157948,-0.0029959986945711603,5.738604070401317e-05,-6.792907601732253e-05,-2.5331323078902273e-07,-0.0016164221154616023,0.0003726122752751317,-0.00015426913699219153,0.002986193295452854,-0.0027736095664733893,0.008554399363632377,-0.006169701953376707,-0.00016337012373290514,-2.6784676186334755e-08,0.001257189958082874,3.1036525389781505e-05,0.002010782152121653,-0.0008505940191420982,0.006159613874429761,-0.0014464799567565642
a1025,2.3397291220125793e-05,-0.0015434539554210454,-5.0984380327578254e-05,0.0004668654946273672,0.0028876812359937215,0.002295952293858999,-2.9947590250657327e-06,0.0005579541954990356,0.0011160196053916294,0.0027769532303054305,-0.002454173398923062,-0.0007244774270483896,0.0030963853537330516,-0.0034339225432411884,-5.727790812691286e-06,0.007460549264544465,-2.794531672393178e-07,-0.00014788521369765977,-0.0009969755348460956,-1.1019208988227681e-05,-0.0018249994489648127,-0.0033637998711844672,-6.200181214806994e-05,-0.0002989670561808044,-0.000919095833939375
a1026,-0.0005935136209481258,-0.0014520924687133978,-0.0037238927008123837,0.00017547682738776847,0.0003066659979276639,0.004415593973494129,-0.003005560154968051,-6.3558553462282966e-06,0.0016713667333676952,0.008887738262424267,-0.0014254264890645038,-0.0010737031560150503,-0.0019140460353779419,0.002007168370129044,0.0005312595241131536,-0.003473747865722019,0.00015474256037635494,0.0006063124112179333,-0.003513176193728972,-0.0013060280231507728,-6.962132407815891e-06,0.001164135853292913,2.9844697140341448e-05,-0.0001735226742951327,3.595555886288528e-05
a1027,-1.5828796624257457e-06,0.00014779597985461026,-0.0010064861700083039,-0.0020688190458353216,-0.0032021958908212546,0.00028342821095368774,0.00016587655600443533,0.001982311294824916,-0.0011376613066050858,-0.00429558212435728,-0.000367152019575358,0.002818055457173359,-0.004531443043498905,-0.0006884024169425246,-0.00221187186477968,-0.0021942737219963907,4.151246983692355e-05,-2.7573862945339455e-05,-0.00032689451837703346,-0.005976153908472082,-0.003309058626417301,-1.2443957524876123e-05,-0.0002724142077260368,2.0619604781257667e-05,-4.486396667675212e-06
a1028,-5.9249489000908276e-05,0.00048438666191185416,-0.00014005823789453955,-0.0005109630704162507,0.0019641493265095972,0.0007429343634567463,-0.0030883824831370423,-0.0010278593564352428,-7.736925953763746e-06,-1.2911196238473929e-06,-5.987760641038887e-05,-0.0005203279418512885,-0.0002772499928848705,9.666092772414375e-05,0.0020384001729648327,-0.001364603808934362,-0.0002502642434404575,-0.0014437377962828023,-0.00037360813274457303,5.054225710793899e-05,0.0006683097670834057,-0.00025725228668708544,-0.0010577196317084299,0.000985910412485129,-0.0007819982897016194
a1029,-0.003579184053134835,-3.6743396552732814e-05,4.308434136971178e-05,-0.007573617846129189,-0.001643578130808334,-0.0008722961866397261,-0.0029520932716990017,-0.004232552441056841,0.0016439461457271945,0.005292932919660074,-0.0029048792416225574,0.004766142165471814,4.249351547981649e-06,-0.0020415845100877103,-2.9663832595172687e-05,-0.0012494143225418313,3.1175394994924287e-05,0.0033446333204181474,1.525884872575112e-06,-8.614488931619059e-05,0.00039928848681052313,-0.0024897510486969272,0.0006552400140834376,0.0065919061837112995,-0.000878929397037832
a103,-0.00210701844980358,-0.0002815162312530127,-0.0013603427013465577,0.00013090309261611002,-0.0006182969034399196,-0.0015107248595964025,0.0033288558519899624,-0.0007555802380315095,-0.0006626328368530801,-0.0005237496932357301,-0.0018493073024362372,0.0017308329577681789,9.102161670298419e-05,-0.00043104125987119364,-0.0020389006114730182,-0.0025367584031527448,-0.00013893726676519847,7.26352505161247e-05,-0.0014310414592338988,-0.0004106455980323596,-0.002329729415968455,-9.398239106782151e-06,0.007317321144982047,-0.005292962532193502,5.52685393877527e-06
a1030,0.004597669419924651,-0.00010829736534985804,0.0002859156158366589,0.0014935234509745026,-5.258476257443778e-05,0.00041159033462962163,0.0009869413296597395,0.000865352929878614,0.0012142934058175696,-0.003790884657577734,-0.003094842237761498,0.0013270473306093104,-0.0028951371979147864,-0.00531146929601135,-0.0007475671604257644,-0.002023170114346335,0.001556024437390933,0.00325403274402532,-0.0076610371317314,-0.0003438139208561497,-0.002831005290622893,9.284929362773659e-05,-0.002914393521105145,-0.0003572024881742311,0.00039908551308328287
a1031,-0.0017440996912015607,-2.8338543220419207e-06,0.0009159366144054749,-0.0015342945095134274,-0.00012005660702880407,2.980490027282908e-05,-0.00035199390194532885,-0.00015656291766118365,-0.0003318807222458318,0.00021085135003226334,-2.9201489434754627e-05,-0.0007590123168461356,0.0006228661729134658,-0.004960669260389893,-0.003949130949461938,0.005034913396766136,0.00064193067551671,-6.424892551466863e-06,1.4142483536497437e-05,0.0013201403466946452,-3.045952541463128e-06,-0.00024672609510799945,-0.0018533678123049129,-0.004333106217154621,0.001814677502942584
a1032,-0.0016527717155209766,0.006408199961071923,0.0004788507045805999,-0.003040776488794778,-0.0008732341614968711,0.00023712031631992246,-0.00374025605847852,1.4402524408709059e-05,-0.005278450760764171,-4.9348056491729645e-05,-0.003915941757125326,6.176204605879212e-05,0.0026438881781016875,-0.0011123088384224346,-9.930807658846332e-06,0.002061292075180324,0.001468901608981327,0.0018375014704346358,-0.0001752729117907607,0.0010759317514241699,-0.006080323869961599,-0.005601334231734034,6.776278350472233e-06,-0.00043608470570389527,0.005410768706877936
a1033,-0.003435397459552057,-0.0003787894599289821,0.0007965931955103791,-0.00014115606801901634,0.001025846040576831,0.004484218932466512,0.00045639151889901404,0.0004416347965788014,0.0015835135695274278,-0.00032348010348333097,-0.0001296460402138242,-0.0019031493161074439,-1.7112747505218919e-06,-0.0025713229073784445,-0.004497810818147031,-0.001253905536940689,-3.3654009907916e-05,-0.0015717206990815374,-0.0007675051761556122,-0.00030493774295541564,1.1840572010325711e-05,0.0003192179435562428,-0.001138004390172748,-4.716495451759608e-05,-7.267741243400724e-05
a1034,-6.918361859362154e-05,-0.0002654572172896407,-0.00019638218620821632,0.0004453184105492219,-0.0011764914026609428,-0.000292737311237205,0.0010442912957241333,-0.003099109346314548,-0.00683342415058168,-0.0015538866328320506,-0.0010186667253597368,0.0007282463563288593,9.19753310789403e-05,0.0005334185661588471,0.000632991132685974,0.000491683560889601,-0.0009204655616773883,0.0031667859134625696,-0.0013276067481618288,0.0017267642091798718,0.00021193108628057302,-0.003430096012380604,0.003348975750787902,-0.0010945328242998199,-3.3176110478745397e-05
a1035,-0.000984343288199934,-6.591971560917435e-05,-0.00010847871935913949,-0.00390641264015525,-0.0009826143631012116,0.00032841833413174183,3.042757243792711e-06,0.005157826966185983,-0.00025284183242573356,-0.0009984450709637684,-8.507196190628025e-06,2.6761620824015064e-05,0.0013096188223201046,0.0003945816985764282,0.0003191048068428514,-9.708491659628986e-05,0.0001100038803584218,-0.002036705235365558,-0.004330381004745647,0.00032846768438522973,0.002057097089784231,-0.0001296709491359063,-0.0001980376517602769,-0.00026259241894262546,-0.0009922964847530183
a1036,0.0004313425377861337,-0.004181681303957377,-3.2451591796397116e-06,-0.0005646055876274494,-0.0009692022665718386,-0.001952102360376574,-0.0011007563438443844,-0.0013155217774846926,-0.00016249038720689128,-0.005940090996172623,1.5613716880220375e-05,0.0019100450231297923,0.000390416724329564,0.0015179401091766848,-0.0027362611857427877,-0.0004358936346099316,0.005321437843409313,0.0013840644915245441,-0.006032892484645228,-0.00015546414415364466,0.0008665129373359318,-0.002430577544431317,4.420907390135392e-05,-0.0017612746060389679,0.0008340576659100684
a1037,-0.0005491304774665074,-0.004279514682423446,-0.0031271408759424445,-0.0001261234477073366,0.0006057833141289853,0.0025631582849474843,0.00924512415450527,0.004127533839206495,0.0006956189175515459,-0.00011866335479670197,0.0001786248014596964,-0.0009331332807783034,-0.00016404103148717937,-0.0010944075043403442,0.0028289925265313383,6.393276263256186e-06,0.0012208223810325604,0.0008053172146258157,0.0020948906143480467,0.002658136347874921,-6.078444258079128e-07,0.00026078930949482776,0.0008430277083965269,-0.00011812495652141963,2.854063874649696e-05
a1038,-0.0012221634452939069,-0.003158107821690025,0.003102645260515715,-5.923808477862453e-05,3.6750942533267633e-06,-0.0007700367824271838,0.004135140563067966,-0.005266280694609427,-0.00035189252294809273,-0.0008233164839753756,-0.002832801057496642,-0.0017300079854982962,0.0005188994147136824,-2.969969892110025e-05,0.0002721482267206586,-0.0005112741318768865,-1.9647042306730517e-05,-5.633593374074512e-05,0.004287007916026898,0.00046785718872678454,-0.0034801126922207005,-0.00298662808971209,-0.0013363856571159466,0.00029963213991476617,-3.1154672368783405e-05
a1039,-0.00019532964996291135,0.0006631638695732468,-0.00026459776836055995,-5.679129356599274e-05,3.3551402675709933e-06,-5.185657824743569e-06,0.0010016092089391616,0.0019866621478203308,0.006310409726750017,-0.0004176825122618579,0.002273480401988743,8.310539269427986e-05,0.0005020087360115607,-0.00030360593504156715,-0.0002554834661033505,-0.003683014987539712,-0.00063542899352624,-0.004425266656940603,-0.00566966414934544,-0.002651645113619181,0.004391693372903207,-0.001441165281027635,-0.0017084280850895414,-0.006775785618699792,-0.005438048485736162
a104,-1.1747180863941656e-06,5.576974652232833e-05,-0.0015074218022524451,8.441413592830778e-05,-5.3205950115536665e-05,0.00011894630352632688,-0.00027957900281083974,0.0033239122435723004,-0.004094816895656054,0.004550545790554571,-7.961093731872777e-05,-0.0005476360742459434,0.0005848562486939998,-0.004099015639146948,0.0008028978723213709,-0.00012744738939652624,-0.004478790943223726,0.00039805266697454187,9.782397924685724e-06,-0.00023191290826392644,0.0037862034711171255,0.006084146136227875,-0.0024990252184974317,3.0308413293780488e-06,-0.0005336676398698574
a1040,-0.0011276623161594408,6.686971649961485e-05,-0.0002330668055147804,-0.0017760139777051598,-0.0020726301976382784,0.0032106645640073306,-0.0016485731318474162,-0.004190670407640568,0.0010642389226582726,-0.0021561629806088854,-0.00011090412311695109,-0.0009822375836489425,0.00019841238935667084,6.445943044584607e-05,0.003433642633383924,0.0001197696302733726,5.647794262024703e-07,-0.00512092780649567,-0.0025687156616215276,-0.00016050243619480215,-0.0005607844612760498,-0.0022367820498059897,-0.0006552800117649556,-0.002339084381279876,-0.0038097459572539135
a1041,-0.000820171530162235,0.0010903050127876934,-0.002654826995823739,-0.0001391697015004239,-0.0058009059485151105,3.464887987663756e-05,-0.0007760725957589257,-0.00019551046935388288,-0.001964132935090747,0.0002407060395609264,-0.0030293706100584105,-0.00041989723634855555,-0.0027890520823160864,-0.0002469289018399983,-0.0004756262106014246,-4.572932025882927e-07,-0.0006516624925595733,0.0015572761557569427,0.0010840188212049798,-7.543743735652277e-05,-5.785245341825753e-07,-0.0013112756738264835,-0.0016429879707341457,0.0004911513785900057,-0.002030648724906344
a1042,0.0009217074029007535,-0.0017209076766074535,0.00016885056105799402,4.341882453811187e-06,0.0016104672138704604,-0.0010414907315478721,0.0008436120699721328,-0.0028886248290890715,-0.0019272733558133716,9.416454316100412e-05,-0.00099073088647338,-0.004561046752316052,-0.002584669764258732,-3.072344346403304e-05,-0.0009378444379535165,2.687576871268551e-05,0.00040029628120428346,0.00029754786362536393,0.0018405345661471183,-0.0011604717917522082,-0.0002780484609600747,0.0010443944473795797,0.004180076350473331,-0.0016898638799360969,-0.0004763943050611827
