element,frequency_in_document
compost,0.022054913635845663
compostable,0.0028159899173990236
composters,0.0008896797153024911
composting,0.028373796809982327
comprehensive,0.0005878030859662013
concerts,0.00014695077149155033
concret,0.0008896797153024911
conduct,0.0014774828012686925
conducting,0.00014695077149155033
conect,0.00014695077149155033
conferences,0.0017793594306049821
connect,0.00029390154298310065
connection,0.0008896797153024911
connections,0.00014695077149155033
connects,0.00014695077149155033
cons,0.000440852314474651
consequences,0.00014695077149155033
conservation,0.027190215551696734
conservationists,0.00014695077149155033
conserve,0.0011835812582855917
conserving,0.00029390154298310065
consider,0.00014695077149155033
consistently,0.00014695077149155033
constraints,0.00014695077149155033
construction,0.002220211745079633
constructions,0.0010366304867940415
consume,0.0010366304867940415
consumers,0.00014695077149155033
consuming,0.00014695077149155033
consumption,0.002204261572373255
container,0.00014695077149155033
containers,0.000881704628949302
contamination,0.00029390154298310065
contribute,0.00014695077149155033
contributing,0.00014695077149155033
contributions,0.00014695077149155033
control,0.0014774828012686925
convenient,0.016275983029556067
conversations,0.00014695077149155033
cooking,0.000881704628949302
coops,0.0008896797153024911
corporate,0.00014695077149155033
corps,0.00014695077149155033
correctly,0.00014695077149155033
corridors,0.00029390154298310065
cost,0.005175177347617018
costs,0.0011756061719324026
could,0.0019183351157433435
courses,0.00014695077149155033
cover,0.00014695077149155033
create,0.00426157237325496
creating,0.002653088973201095
creation,0.00029390154298310065
creativity,0.00014695077149155033
credits,0.00014695077149155033
criteria,0.00014695077149155033
critical,0.00029390154298310065
critically,0.00014695077149155033
cross,0.00014695077149155033
culminating,0.00014695077149155033
culture,0.003403793003365225
cup,0.0010366304867940415
curate,0.00014695077149155033
curbside,0.00014695077149155033
current,0.000881704628949302
currently,0.0008896797153024911
curriculum,0.001322556943423953
curriculums,0.00014695077149155033
customization,0.00014695077149155033
cuttings,0.00014695077149155033
cycled,0.0008896797153024911
cycling,0.0005878030859662013
d,0.0008896797153024911
daily,0.00029390154298310065
dashboard,0.00029390154298310065
data,0.0005878030859662013
day,0.0025061382017095447
decision,0.000440852314474651
decisions,0.00029390154298310065
decrease,0.000440852314474651
dedicated,0.000440852314474651
definition,0.0007347538574577516
demonstrate,0.00014695077149155033
demonstrations,0.000440852314474651
demos,0.00014695077149155033
demostration,0.0008896797153024911
departmental,0.00014695077149155033
departments,0.00014695077149155033
derease,0.00014695077149155033
design,0.0005878030859662013
designate,0.00029390154298310065
designated,0.00029390154298310065
designed,0.00014695077149155033
designers,0.00014695077149155033
designing,0.00029390154298310065
designs,0.00029390154298310065
develop,0.003085966201322557
developing,0.00014695077149155033
development,0.0038446453178398758
devices,0.00014695077149155033
dhalls,0.0008896797153024911
difference,0.00014695077149155033
different,0.00014695077149155033
digital,0.0007347538574577516
dining,0.014341950784565462
dinners,0.00014695077149155033
directions,0.00014695077149155033
disciplines,0.0005878030859662013
discounted,0.000440852314474651
discounts,0.0007347538574577516
discourage,0.0008896797153024911
discuss,0.00014695077149155033
discussing,0.0007347538574577516
discussion,0.00029390154298310065
discussions,0.0020652858872348937
dishwashing,0.00014695077149155033
displayed,0.00014695077149155033
disposal,0.0011835812582855917
dispose,0.00014695077149155033
distribute,0.00029390154298310065
divert,0.00014695077149155033
divest,0.0008896797153024911
diy,0.0005878030859662013
do,0.002073260973588083
documentaries,0.000881704628949302
documentary,0.00029390154298310065
dollars,0.0010366304867940415
donate,0.002073260973588083
donating,0.003852620404193065
donation,0.0014774828012686925
donations,0.002073260973588083
donattion,0.0008896797153024911
dorm,0.005925881377781148
dorms,0.0369923895492714
drinks,0.00014695077149155033
drive,0.00014695077149155033
driven,0.00014695077149155033
drives,0.0014774828012686925
driving,0.00014695077149155033
drop,0.00014695077149155033
dryers,0.0008896797153024911
dues,0.00014695077149155033
during,0.0010366304867940415
e,0.000440852314474651
each,0.0026690391459074734
earn,0.00029390154298310065
earned,0.0008896797153024911
earth,0.0008896797153024911
eat,0.00014695077149155033
eating,0.0005878030859662013
eco,0.006326858260489853
ecology,0.0008896797153024911
economic,0.0022122366587264443
economics,0.00014695077149155033
economy,0.000440852314474651
ecosyste,0.00014695077149155033
ecosystems,0.00014695077149155033
edible,0.0008896797153024911
educate,0.0036737692872887582
educated,0.00014695077149155033
educating,0.001322556943423953
education,0.007820291234464923
educational,0.00440852314474651
educators,0.00014695077149155033
effective,0.00014695077149155033
effectiveness,0.00029390154298310065
effects,0.00014695077149155033
efficiency,0.002946990516184196
efficient,0.039645478522472494
efforts,0.007248438321205101
electric,0.0036897194599951363
electricity,0.002073260973588083
electronic,0.0011835812582855917
electronics,0.00029390154298310065
elements,0.0008896797153024911
eliminate,0.00029390154298310065
eliminating,0.0008896797153024911
elsewhere,0.00014695077149155033
emission,0.00014695077149155033
emissions,0.0011756061719324026
emotional,0.0008896797153024911
emphasizes,0.00014695077149155033
employees,0.00014695077149155033
empowering,0.00029390154298310065
encourage,0.004416498231099699
encourages,0.00029390154298310065
encouraging,0.003085966201322557
energy,0.09267942742338245
engage,0.0011756061719324026
engaged,0.00014695077149155033
engagement,0.0023591874302179945
engages,0.00014695077149155033
engaging,0.00029390154298310065
enhance,0.0011756061719324026
enhanced,0.00014695077149155033
enhancement,0.00029390154298310065
enhancements,0.00014695077149155033
enhancing,0.00029390154298310065
enough,0.0008896797153024911
ensure,0.00014695077149155033
ensuring,0.0016244335727602427
environemental,0.00014695077149155033
environment,0.0022122366587264443
environmental,0.021419513075219443
environmentally,0.000440852314474651
equipped,0.00014695077149155033
equipping,0.00014695077149155033
es,0.0017793594306049821
especially,0.0008896797153024911
establish,0.0029390154298310064
establishing,0.0005878030859662013
establishment,0.00029390154298310065
etc,0.0035587188612099642
ethical,0.000440852314474651
evaluate,0.0011835812582855917
evaluating,0.000440852314474651
evaluation,0.00029390154298310065
event,0.00605688197656632
events,0.014032099068875984
everyday,0.00014695077149155033
evidence,0.00014695077149155033
evironmental,0.0008896797153024911
examples,0.0010286554004408524
excess,0.00014695077149155033
exchange,0.0005878030859662013
execution,0.00014695077149155033
existing,0.0007347538574577516
expand,0.0017793594306049821
expansions,0.00014695077149155033
expensive,0.00014695077149155033
experienced,0.00014695077149155033
experiences,0.00014695077149155033
experts,0.0022122366587264443
expiration,0.0008896797153024911
exploration,0.00014695077149155033
explore,0.00029390154298310065
explores,0.00014695077149155033
exploring,0.00014695077149155033
expo,0.00029390154298310065
extend,0.00014695077149155033
extensive,0.00014695077149155033
external,0.00014695077149155033
extremely,0.0008896797153024911
facilities,0.00029390154298310065
factors,0.00014695077149155033
faculty,0.0016244335727602427
fair,0.0032488671455204853
farm,0.00029390154298310065
farmers,0.0010286554004408524
farming,0.0005878030859662013
farms,0.0005878030859662013
fashion,0.004710399774082799
fast,0.00014695077149155033
faucets,0.00029390154298310065
fauna,0.0017793594306049821
feasibility,0.00014695077149155033
featuring,0.002204261572373255
fees,0.00014695077149155033
felxible,0.00014695077149155033
festival,0.0007347538574577516
festivals,0.00014695077149155033
field,0.00014695077149155033
film,0.004138546860822977
films,0.0005878030859662013
financial,0.01834924400314415
findings,0.00014695077149155033
fix,0.016129032258064516
fixed,0.00014695077149155033
fixtures,0.0010286554004408524
flex,0.0008896797153024911
flexible,0.00014695077149155033
flora,0.00014695077149155033
flow,0.0005878030859662013
flyers,0.00014695077149155033
focus,0.0016244335727602427
focused,0.002351212343864805
focuses,0.00014695077149155033
focusing,0.0005878030859662013
follow,0.00014695077149155033
followed,0.0007347538574577516
following,0.0008896797153024911
food,0.026912517224879133
foods,0.0008896797153024911
footprint,0.0019103600293901542
footprints,0.00029390154298310065
forestry,0.00014695077149155033
form,0.016129032258064516
formation,0.00014695077149155033
fossil,0.000881704628949302
foster,0.000440852314474651
fostering,0.000881704628949302
free,0.0032568422318736746
frequent,0.0008896797153024911
fresh,0.000440852314474651
friendly,0.006922636432809244
from,0.0025061382017095447
fruit,0.0008896797153024911
fruits,0.00029390154298310065
fuels,0.000881704628949302
fun,0.0008896797153024911
fund,0.01775346583082476
funding,0.004587374261650816
fundraiser,0.0017793594306049821
fundraisers,0.0011835812582855917
funds,0.000881704628949302
furniture,0.00014695077149155033
further,0.00014695077149155033
future,0.0007347538574577516
garage,0.0008896797153024911
garbage,0.0008896797153024911
garden,0.005020251489772278
gardening,0.0014774828012686925
gardens,0.004130571774469787
gases,0.00014695077149155033
generate,0.000881704628949302
generated,0.00014695077149155033
generation,0.00014695077149155033
generations,0.00014695077149155033
gently,0.00014695077149155033
gift,0.00014695077149155033
give,0.00014695077149155033
given,0.0008896797153024911
global,0.00014695077149155033
goal,0.00014695077149155033
goals,0.0011756061719324026
goods,0.0010366304867940415
government,0.0023671625165711833
govn,0.0008896797153024911
grander,0.0008896797153024911
grant,0.0010366304867940415
grants,0.0007347538574577516
grassroots,0.00014695077149155033
green,0.015787533240421397
greenhouse,0.00014695077149155033
grounds,0.00014695077149155033
groundwater,0.00014695077149155033
group,0.0005878030859662013
groups,0.00014695077149155033
grow,0.0011756061719324026
growing,0.00014695077149155033
grown,0.00029390154298310065
growth,0.00014695077149155033
guest,0.0005878030859662013
guidance,0.00014695077149155033
guide,0.00014695077149155033
guided,0.00014695077149155033
guidelines,0.00029390154298310065
guides,0.00029390154298310065
habitat,0.002661064059554284
habitats,0.000881704628949302
habits,0.000881704628949302
hackathons,0.00029390154298310065
hall,0.008578970350982243
halls,0.009631551010482664
hand,0.00029390154298310065
hands,0.0007347538574577516
happening,0.0008896797153024911
harness,0.00014695077149155033
harvest,0.00014695077149155033
harvesting,0.002946990516184196
have,0.0010366304867940415
having,0.0008896797153024911
heads,0.0017793594306049821
health,0.000881704628949302
healthier,0.0005878030859662013
healthy,0.00014695077149155033
heat,0.0010366304867940415
heating,0.002962940688890574
heavy,0.0008896797153024911
help,0.00014695077149155033
herbs,0.00029390154298310065
high,0.0008896797153024911
higher,0.00014695077149155033
highlight,0.00029390154298310065
hiring,0.016275983029556067
hold,0.0008896797153024911
home,0.0005878030859662013
homes,0.000440852314474651
host,0.002645113886847906
hosting,0.0016164584864070536
hotels,0.00014695077149155033
hours,0.00014695077149155033
household,0.00014695077149155033
households,0.00014695077149155033
how,0.0036897194599951363
howto,0.00014695077149155033
humanities,0.000440852314474651
hvac,0.00014695077149155033
hydration,0.00014695077149155033
idea,0.0008896797153024911
ideas,0.004440423490159266
ideation,0.0008896797153024911
identify,0.0010286554004408524
ie,0.0008896797153024911
if,0.0008896797153024911
image,0.000440852314474651
imformation,0.0008896797153024911
impact,0.007216537975792345
impactful,0.00014695077149155033
impacts,0.00014695077149155033
implement,0.0048573505455743494
implementation,0.0005878030859662013
implemented,0.00014695077149155033
implementing,0.0033878428306588467
implications,0.00014695077149155033
importance,0.007069587204300794
improve,0.0022122366587264443
improved,0.0023671625165711833
improvement,0.000881704628949302
improvements,0.00029390154298310065
improving,0.000440852314474651
incentive,0.0010366304867940415
incentives,0.003983621002978237
incentivized,0.00014695077149155033
include,0.00014695077149155033
includes,0.000440852314474651
including,0.001763409257898604
incorporate,0.0010366304867940415
incorporating,0.000440852314474651
increase,0.020561480661870593
increased,0.00029390154298310065
increasing,0.0016244335727602427
ind,0.0017793594306049821
individual,0.0005878030859662013
individuals,0.00029390154298310065
industries,0.00014695077149155033
industry,0.002220211745079633
industry’s,0.00014695077149155033
info,0.0010366304867940415
information,0.003999571175684615
informational,0.0007347538574577516
informative,0.0011835812582855917
informed,0.00014695077149155033
infosession,0.0008896797153024911
infrastructure,0.0014695077149155032
ingredients,0.000440852314474651
initial,0.000440852314474651
initiate,0.00029390154298310065
initiating,0.00014695077149155033
initiative,0.005322128119108568
initiatives,0.03012923098152774
innovation,0.0007347538574577516
innovations,0.00029390154298310065
innovative,0.000440852314474651
innovators,0.00014695077149155033
insights,0.00029390154298310065
inspiration,0.00014695077149155033
inspire,0.000440852314474651
inspired,0.00014695077149155033
inspiring,0.00014695077149155033
install,0.001763409257898604
installation,0.01923094863209345
installations,0.00014695077149155033
installing,0.000881704628949302
installs,0.00014695077149155033
instead,0.00029390154298310065
insulation,0.0005878030859662013
integrate,0.0005878030859662013
integrating,0.00014695077149155033
integration,0.000440852314474651
inter,0.00014695077149155033
interactive,0.00014695077149155033
interdisciplinary,0.00014695077149155033
interested,0.00029390154298310065
intermittency,0.00014695077149155033
internships,0.0008896797153024911
intersection,0.00014695077149155033
into,0.0016244335727602427
introduce,0.0005878030859662013
introduction,0.00014695077149155033
invest,0.0005878030859662013
investing,0.000440852314474651
investment,0.0011835812582855917
investments,0.0019263102020965325
invite,0.00014695077149155033
inviting,0.00029390154298310065
involvement,0.0014695077149155032
involving,0.00014695077149155033
irrigate,0.00014695077149155033
irrigation,0.00029390154298310065
issues,0.001763409257898604
items,0.005183152433970208
its,0.00029390154298310065
join,0.0008896797153024911
joint,0.00014695077149155033
justice,0.00014695077149155033
keep,0.00014695077149155033
keeping,0.00014695077149155033
key,0.0008896797153024911
kids,0.00014695077149155033
kinda,0.0008896797153024911
kitchens,0.0008896797153024911
kits,0.00014695077149155033
knowledge,0.00014695077149155033
lab,0.0010366304867940415
lack,0.00014695077149155033
lake,0.0032568422318736746
landfill,0.00029390154298310065
landfills,0.00029390154298310065
landscaping,0.0014695077149155032
lanes,0.0005878030859662013
latest,0.00029390154298310065
launch,0.002057310800881705
laundry,0.0008896797153024911
lead,0.00014695077149155033
leadership,0.00029390154298310065
leading,0.00029390154298310065
leaky,0.0008896797153024911
learn,0.00029390154298310065
learning,0.0007347538574577516
least,0.0008896797153024911
lecture,0.0008896797153024911
lectures,0.00014695077149155033
led,0.019222973545740263
leed,0.00029390154298310065
leftovers,0.00014695077149155033
less,0.0017793594306049821
lessons,0.0008896797153024911
letter,0.00014695077149155033
leveraging,0.00014695077149155033
library,0.0008896797153024911
lids,0.0010366304867940415
life,0.00014695077149155033
lifecycle,0.00014695077149155033
lifestyle,0.0005878030859662013
lifestyles,0.00014695077149155033
light,0.00014695077149155033
lighting,0.0042775225459613375
lights,0.002073260973588083
like,0.0032488671455204853
limitations,0.00029390154298310065
limited,0.002220211745079633
line,0.00014695077149155033
literacy,0.0008896797153024911
literature,0.00014695077149155033
litter,0.000440852314474651
little,0.0017793594306049821
lives,0.00029390154298310065
living,0.002204261572373255
local,0.017681943097105177
locally,0.000440852314474651
locals,0.00014695077149155033
locations,0.0010366304867940415
loco,0.0017793594306049821
log,0.00014695077149155033
logistics,0.00014695077149155033
long,0.0014695077149155032
lots,0.0008896797153024911
low,0.0016244335727602427
lower,0.000440852314474651
machine,0.0008896797153024911
made,0.000440852314474651
maintain,0.00029390154298310065
maintaining,0.00014695077149155033
maintenance,0.0005878030859662013
make,0.01938587448993819
makers,0.00014695077149155033
makerspace,0.0008896797153024911
making,0.0031098914603821244
manage,0.00014695077149155033
management,0.0036897194599951363
market,0.000440852314474651
marketplace,0.00029390154298310065
markets,0.0010366304867940415
materials,0.004718374860435989
maybe,0.0026690391459074734
meal,0.0036976945463483256
meals,0.00029390154298310065
meaningful,0.00014695077149155033
measures,0.000440852314474651
meatless,0.00029390154298310065
med,0.0008896797153024911
media,0.00029390154298310065
meet,0.00029390154298310065
meetings,0.0011835812582855917
members,0.002057310800881705
membership,0.00014695077149155033
memberships,0.00014695077149155033
mentorship,0.00014695077149155033
menu,0.00014695077149155033
merchandise,0.00014695077149155033
methods,0.000440852314474651
mgmt,0.0008896797153024911
miles,0.00014695077149155033
mind,0.0008896797153024911
mindful,0.00014695077149155033
minimal,0.00014695077149155033
minimize,0.0010286554004408524
minimizing,0.00014695077149155033
mobile,0.00014695077149155033
mobilize,0.00014695077149155033
mode,0.00014695077149155033
models,0.00014695077149155033
modes,0.00029390154298310065
monday,0.00014695077149155033
mondays,0.00014695077149155033
money,0.0031098914603821244
monitor,0.0005878030859662013
monitoring,0.0005878030859662013
month,0.0005878030859662013
more,0.04884415230483369
mosr,0.0017793594306049821
most,0.0011835812582855917
motivation,0.0008896797153024911
movie,0.00014695077149155033
mugs,0.0008896797153024911
multi,0.0008896797153024911
multiple,0.00014695077149155033
multiuse,0.0008896797153024911
municipal,0.00029390154298310065
must,0.0008896797153024911
n,0.0008896797153024911
nad,0.00014695077149155033
native,0.0011756061719324026
natural,0.0011756061719324026
nature,0.00029390154298310065
near,0.0017793594306049821
nearby,0.00014695077149155033
necessary,0.00014695077149155033
need,0.00014695077149155033
needed,0.00029390154298310065
needing,0.00014695077149155033
needs,0.00014695077149155033
neighborhood,0.00029390154298310065
neighborhoods,0.00029390154298310065
network,0.000440852314474651
networking,0.00014695077149155033
new,0.019679776032921294
newer,0.00014695077149155033
nights,0.00029390154298310065
no,0.0026690391459074734
non,0.0008896797153024911
not,0.002220211745079633
number,0.0008896797153024911
nutrient,0.00029390154298310065
off,0.001330532029777142
offer,0.001763409257898604
offering,0.00029390154298310065
offers,0.000440852314474651
offices,0.00014695077149155033
offset,0.00014695077149155033
offsets,0.00014695077149155033
old,0.0008896797153024911
oncampus,0.0008896797153024911
ongoing,0.0010366304867940415
online,0.000440852314474651
only,0.0010366304867940415
open,0.00014695077149155033
operations,0.00014695077149155033
opportunities,0.0022122366587264443
opportunity,0.00029390154298310065
oppurtunities,0.0008896797153024911
optimize,0.00014695077149155033
option,0.0005878030859662013
options,0.006644685062532522
org,0.0008896797153024911
organic,0.0016164584864070536
organizations,0.002498163115356356
organization’s,0.00014695077149155033
organize,0.0038207200587803084
organized,0.0008896797153024911
organizers,0.00014695077149155033
organizing,0.002057310800881705
orgs,0.0017793594306049821
other,0.0023591874302179945
our,0.0010366304867940415
out,0.0010366304867940415
outcomes,0.00014695077149155033
outdoor,0.000440852314474651
outfits,0.00014695077149155033
outreach,0.000440852314474651
outside,0.0026690391459074734
over,0.00014695077149155033
overall,0.00014695077149155033
overeating,0.00014695077149155033
overview,0.00014695077149155033
own,0.0014695077149155032
packages,0.0008896797153024911
packaging,0.001330532029777142
panel,0.01909197294695509
panelists,0.0008896797153024911
panels,0.029001475327714476
paper,0.003999571175684615
paperless,0.00014695077149155033
papers,0.0008896797153024911
park,0.0019263102020965325
parking,0.0007347538574577516
parks,0.0007347538574577516
participants,0.001322556943423953
participat,0.00014695077149155033
participate,0.0007347538574577516
participating,0.00014695077149155033
participation,0.0007347538574577516
particular,0.0008896797153024911
partner,0.0016164584864070536
partnering,0.000440852314474651
partnerships,0.0011756061719324026
party,0.0008896797153024911
passes,0.0005878030859662013
path,0.00014695077149155033
paths,0.0019263102020965325
pathways,0.0005878030859662013
paulson,0.0026690391459074734
peak,0.00014695077149155033
pedestrian,0.000440852314474651
peer,0.000440852314474651
peers,0.0005878030859662013
people,0.001330532029777142
percentage,0.00014695077149155033
performance,0.0008896797153024911
permaculture,0.00029390154298310065
permits,0.00014695077149155033
personal,0.0010366304867940415
petitioning,0.00014695077149155033
petitions,0.00014695077149155033
physical,0.00029390154298310065
pick,0.00029390154298310065
picking,0.0008896797153024911
placed,0.00014695077149155033
places,0.0008896797153024911
plan,0.0035507437748567754
planners,0.00014695077149155033
planning,0.001330532029777142
plans,0.00014695077149155033
plant,0.0019103600293901542
planting,0.0020652858872348937
plants,0.0005878030859662013
plasric,0.0017793594306049821
plastic,0.0007347538574577516
plastics,0.0016164584864070536
plates,0.0008896797153024911
platform,0.000440852314474651
platforming,0.0008896797153024911
platforms,0.00014695077149155033
play,0.0008896797153024911
podcast,0.0008896797153024911
points,0.000440852314474651
policies,0.001322556943423953
policy,0.0016244335727602427
politicians,0.0008896797153024911
pollinator,0.00014695077149155033
pollinators,0.00014695077149155033
pollution,0.00029390154298310065
pooling,0.0008896797153024911
portion,0.0014774828012686925
positive,0.000440852314474651
posters,0.00014695077149155033
posts,0.00014695077149155033
potential,0.00029390154298310065
powered,0.00014695077149155033
ppl,0.0017793594306049821
pr,0.0008896797153024911
practical,0.0005878030859662013
practices,0.013682371921420558
preparation,0.00014695077149155033
prepared,0.0008896797153024911
presentation,0.00029390154298310065
presentations,0.00014695077149155033
preservation,0.00014695077149155033
preserving,0.00029390154298310065
prevention,0.00014695077149155033
primary,0.00014695077149155033
principles,0.00014695077149155033
prioritize,0.0007347538574577516
prioritizes,0.00014695077149155033
priority,0.00014695077149155033
prize,0.0010366304867940415
prizes,0.0011835812582855917
prizws,0.0017793594306049821
probably,0.0008896797153024911
processes,0.00029390154298310065
procuement,0.00014695077149155033
procurement,0.000440852314474651
produce,0.0005878030859662013
product,0.000440852314474651
production,0.000881704628949302
products,0.002645113886847906
professionals,0.0010366304867940415
professors,0.0008896797153024911
program,0.008098242604741646
programs,0.009885577121699818
progress,0.0010286554004408524
projecrs,0.0017793594306049821
project,0.036249660605460456
projects,0.028846549469869733
promote,0.005290227773695812
promotes,0.0007347538574577516
promoting,0.0038207200587803084
promotional,0.00014695077149155033
proper,0.0007347538574577516
properly,0.0008896797153024911
propose,0.0005878030859662013
pros,0.0014774828012686925
protect,0.00029390154298310065
protecting,0.00014695077149155033
provide,0.00590993120507477
provides,0.000440852314474651
providing,0.0011756061719324026
public,0.004865325631927539
purchase,0.00014695077149155033
purchasing,0.0025141132880627335
