,document,element,frequency_in_document
228,Miro,implement,0.00015512336895158007
229,Noda,implement,-0.00031346024908523144
230,Miro,footprint,-0.00015139873349019639
231,Miro,businesses,0.00014689483564970016
232,Noda,businesses,-0.00034481765936100197
233,Miro,launch,0.00014599961579779807
234,Noda,launch,-0.000595643294758339
235,Miro,renewable,0.00014318304928790662
236,Noda,renewable,-0.00024373003364278176
237,Miro,up,0.00013683435595409016
238,Noda,up,-0.00031593643306992536
239,Miro,provide,0.00013683435595409016
240,Noda,provide,-0.00031593643306992536
241,Miro,plant,0.0001355710718122407
242,Noda,plant,-0.0005530973451327434
243,Miro,wide,0.0001355710718122407
244,Noda,wide,-0.0005530973451327434
245,Miro,engagement,-0.00013497703143435793
246,Miro,encourage,0.00012646337148123753
247,Noda,encourage,-0.0002437736735853421
248,Miro,fair,0.00012514252782668374
249,Noda,fair,-0.0005105513955071477
250,Miro,including,0.00012514252782668374
251,Noda,including,-0.0005105513955071477
252,Miro,like,0.00012514252782668374
253,Noda,like,-0.0005105513955071477
254,Miro,installation,0.00012514252782668374
255,Noda,installation,-0.0005105513955071477
256,Miro,offer,0.00012514252782668374
257,Noda,offer,-0.0005105513955071477
258,Miro,from,0.00012514252782668374
259,Noda,from,-0.0005105513955071477
260,Miro,day,0.00012514252782668374
261,Noda,day,-0.0005105513955071477
262,Miro,install,0.00012514252782668374
263,Noda,install,-0.0005105513955071477
264,Miro,campaign,0.00012514252782668374
265,Noda,campaign,-0.0005105513955071477
266,Miro,conservation,-0.00012498579907840152
267,Miro,upgrades,-0.00011884124678865032
268,Miro,tech,-0.00011884124678865032
269,Miro,plan,-0.00011884124678865032
270,Miro,charging,-0.00011884124678865032
271,Miro,cleaning,-0.00011884124678865032
272,Miro,collection,-0.00011884124678865032
273,Miro,curriculum,-0.00011884124678865032
274,Miro,veg,-0.00011814744801512288
275,Miro,field,-0.00011814744801512288
276,Miro,schedule,-0.00011814744801512288
277,Noda,organic,-0.0004680054458815521
278,Noda,partner,-0.0004680054458815521
279,Noda,transit,-0.0004680054458815521
280,Noda,other,-0.0004680054458815521
281,Noda,collaborate,-0.0004680054458815521
282,Noda,residents,-0.0004680054458815521
283,Noda,wildlife,-0.0004254594962559564
284,Noda,this,-0.0004254594962559564
285,Noda,an,-0.0004254594962559564
286,Noda,among,-0.0003829135466303608
287,Noda,clothing,-0.0003829135466303608
288,Noda,walking,-0.0003829135466303608
289,Noda,tips,-0.0003829135466303608
290,Noda,participants,-0.0003829135466303608
291,Noda,services,-0.0003829135466303608
292,Noda,together,-0.0003403675970047651
293,Noda,reliance,-0.0003403675970047651
294,Noda,grow,-0.0003403675970047651
295,Noda,engage,-0.0003403675970047651
296,Noda,come,-0.0003403675970047651
297,Noda,natural,-0.0003403675970047651
298,Noda,native,-0.0003403675970047651
299,Noda,enhance,-0.0003403675970047651
300,Noda,providing,-0.0003403675970047651
301,Noda,fund,-0.0002978216473791695
302,Noda,sessions,-0.0002978216473791695
303,Noda,trees,-0.0002978216473791695
304,Noda,biking,-0.0002978216473791695
305,Noda,urban,-0.0002978216473791695
306,Noda,minimize,-0.0002978216473791695
307,Noda,related,-0.0002978216473791695
308,Noda,stewardship,-0.0002978216473791695
309,Noda,around,-0.0002978216473791695
310,Noda,ambassadors,-0.0002978216473791695
311,Noda,information,-0.0002978216473791695
312,Noda,roofs,-0.0002978216473791695
313,Noda,purchasing,-0.0002978216473791695
314,Noda,farmers,-0.0002978216473791695
315,Noda,products,-0.0002599442159384757
316,Noda,production,-0.00025527569775357384
317,Noda,cooking,-0.00025527569775357384
318,Noda,advocate,-0.00025527569775357384
319,Noda,showcasing,-0.00025527569775357384
320,Noda,regular,-0.00025527569775357384
321,Noda,quality,-0.00025527569775357384
322,Noda,s,-0.00025527569775357384
323,Noda,into,-0.00025527569775357384
324,Noda,documentaries,-0.00025527569775357384
325,Noda,fostering,-0.00025527569775357384
326,Noda,fuels,-0.00025527569775357384
327,Noda,fossil,-0.00025527569775357384
328,Noda,installing,-0.00025527569775357384
329,Noda,audits,-0.00025527569775357384
330,Noda,habitats,-0.00025527569775357384
331,Noda,faculty,-0.00025527569775357384
332,Noda,focus,-0.00025527569775357384
333,Noda,incentives,-0.00023294114847152258
334,Noda,stormwater,-0.0002127297481279782
335,Noda,advocates,-0.0002127297481279782
336,Noda,volunteer,-0.0002127297481279782
337,Noda,digital,-0.0002127297481279782
338,Noda,techniques,-0.0002127297481279782
339,Noda,followed,-0.0002127297481279782
340,Noda,gardening,-0.0002127297481279782
341,Noda,prioritize,-0.0002127297481279782
342,Noda,series,-0.0002127297481279782
343,Noda,adopt,-0.0002127297481279782
344,Noda,drives,-0.0002127297481279782
345,Noda,schools,-0.0002127297481279782
346,Noda,recycled,-0.0002127297481279782
347,Noda,participate,-0.0002127297481279782
348,Noda,parks,-0.0002127297481279782
349,Noda,parking,-0.0002127297481279782
350,Noda,festival,-0.0002127297481279782
351,Noda,informational,-0.0002127297481279782
352,Noda,discussing,-0.0002127297481279782
353,Noda,existing,-0.0002127297481279782
354,Noda,discounts,-0.0002127297481279782
355,Noda,show,-0.0002127297481279782
356,Noda,choices,-0.0002127297481279782
357,Noda,air,-0.0002127297481279782
358,Noda,advocacy,-0.0002127297481279782
359,Noda,by,-0.00020668510399968253
360,Noda,biodiversity,-0.00020668510399968253
361,Noda,public,-0.00020027495008622997
362,Noda,agriculture,-0.00018125202038013857
363,Noda,as,-0.00017564660463898705
364,Noda,take,-0.00017018379850238256
365,Noda,those,-0.00017018379850238256
366,Noda,times,-0.00017018379850238256
367,Noda,vendors,-0.00017018379850238256
368,Noda,specific,-0.00017018379850238256
369,Noda,upcycling,-0.00017018379850238256
370,Noda,allowing,-0.00017018379850238256
371,Noda,soil,-0.00017018379850238256
372,Noda,cycling,-0.00017018379850238256
373,Noda,etc,-0.00017018379850238256
374,Noda,exchange,-0.00017018379850238256
375,Noda,farming,-0.00017018379850238256
376,Noda,films,-0.00017018379850238256
377,Noda,focusing,-0.00017018379850238256
378,Noda,group,-0.00017018379850238256
379,Noda,home,-0.00017018379850238256
380,Noda,actively,-0.00017018379850238256
381,Noda,lanes,-0.00017018379850238256
382,Noda,lifestyle,-0.00017018379850238256
383,Noda,along,-0.00017018379850238256
384,Noda,app,-0.00017018379850238256
385,Noda,month,-0.00017018379850238256
386,Noda,school,-0.00017018379850238256
387,Noda,off,-0.00017018379850238256
388,Noda,packaging,-0.00017018379850238256
389,Noda,comprehensive,-0.00017018379850238256
390,Noda,pathways,-0.00017018379850238256
391,Noda,peers,-0.00017018379850238256
392,Noda,plants,-0.00017018379850238256
393,Noda,practical,-0.00017018379850238256
394,Noda,produce,-0.00017018379850238256
395,Noda,propose,-0.00017018379850238256
396,Noda,raising,-0.00017018379850238256
397,Noda,restoration,-0.00017018379850238256
398,Noda,roof,-0.00017018379850238256
399,Noda,passes,-0.00017018379850238256
